boundary,external_id
"MULTIPOLYGON (((126.95180232 -8.530882670000006, 126.9514223188162 -8.531074660519069, 126.95150781422853 -8.531179767079351, 126.95180084556343 -8.53116153092744, 126.95188499987127 -8.531140973809677, 126.95194266736506 -8.531119090425047, 126.95221683 -8.530982400000005, 126.95201917 -8.530702169999993, 126.95180232 -8.530882670000006)))",1734
"MULTIPOLYGON (((126.77622498034202 -8.48595026498078, 126.77635091760561 -8.485956415494327, 126.77656954697744 -8.485976410553915, 126.77676197441718 -8.485967172606935, 126.77686954630353 -8.485988244555188, 126.7769843416929 -8.48599081704151, 126.77707811576242 -8.486115227187215, 126.77715469192182 -8.486752140366837, 126.77691608687758 -8.486960863746367, 126.77681653168942 -8.48700237402359, 126.77675081028747 -8.486907178772617, 126.77661049784297 -8.48694539844655, 126.77653671180701 -8.486971915224094, 126.7764489231702 -8.486891677417518, 126.77641184983068 -8.48688650816405, 126.7763746142087 -8.486864754040404, 126.77626067775758 -8.486760811561235, 126.77613404010683 -8.48677770465086, 126.77606567766355 -8.486696356844382, 126.77606750454314 -8.486504673531615, 126.77606040117743 -8.486346249707603, 126.77608537713029 -8.486250174716542, 126.77610213796557 -8.48607124716321, 126.77622498034202 -8.48595026498078)))",777
"MULTIPOLYGON (((126.95079702883957 -8.512601319154484, 126.95082820951937 -8.513017786548891, 126.95075847208501 -8.513373574019765, 126.95097740739584 -8.514365997155746, 126.95239026099443 -8.514494982132124, 126.95282377302647 -8.513873930676926, 126.95299208164215 -8.513245251829368, 126.95305846631527 -8.512871558797226, 126.9530138745904 -8.512635140568062, 126.95288211107254 -8.512628840501067, 126.95079702883957 -8.512601319154484)))",1737
"MULTIPOLYGON (((126.95003964006901 -8.513679292346614, 126.95007584989071 -8.513902115094751, 126.95012480020524 -8.51414350625883, 126.9501633569598 -8.514342454906014, 126.95018850266933 -8.514441266028994, 126.95097841322422 -8.514390202565941, 126.95088218897581 -8.514112006046892, 126.95076517760754 -8.513727040089266, 126.95071119815111 -8.51354433862506, 126.95003964006901 -8.513679292346614)))",1738
"MULTIPOLYGON (((126.94961853325367 -8.514574229949531, 126.9501569867134 -8.514447897647077, 126.95000711828469 -8.513658071125727, 126.95025555789472 -8.513610323374477, 126.95070650428532 -8.513527427958808, 126.9506763294339 -8.513267799400811, 126.9498173519969 -8.5132306622236, 126.94964937865736 -8.51344884308821, 126.94905761629343 -8.513425300782034, 126.94909382611513 -8.51347271697465, 126.94923765957355 -8.513979373547071, 126.94961853325367 -8.514574229949531)))",1739
"MULTIPOLYGON (((126.94945726543666 -8.515051042830862, 126.94965541362762 -8.514802357466172, 126.94924805313347 -8.514092111174845, 126.94917362183332 -8.513822535556736, 126.94901201874019 -8.513412369092126, 126.94909282028675 -8.512992254723262, 126.94982171058655 -8.512883827340882, 126.95018347352742 -8.513105324223849, 126.95037692785263 -8.512709415034472, 126.95061061531305 -8.51224354146897, 126.95036854594946 -8.511928206086157, 126.95036318153143 -8.511929532418476, 126.94984450936317 -8.512231272904778, 126.94963764399289 -8.511981590958916, 126.94946397095917 -8.51175545126052, 126.94830659776926 -8.51325884668878, 126.94784928113222 -8.513932288998591, 126.94769907742737 -8.514137869379011, 126.9481111317873 -8.514318912654815, 126.94945726543666 -8.515051042830862)))",1740
"MULTIPOLYGON (((126.94873467999999 -8.516256429999997, 126.94884885 -8.516437029999997, 126.94890157 -8.516478209999997, 126.94892465 -8.51655106999999, 126.94899774000001 -8.516628169999999, 126.94919745000001 -8.516703770000003, 126.94932872000001 -8.516449269999995, 126.94936791 -8.516406899999998, 126.94942376 -8.516378930000004, 126.94947440999998 -8.51627807, 126.94951266999999 -8.51623963, 126.94977423999998 -8.516115739999998, 126.94979533 -8.51612269, 126.94988043000001 -8.516064290000006, 126.94983429 -8.515832009999999, 126.94974212 -8.515747039999992, 126.94961975 -8.515670990000002, 126.94944377 -8.51542024999999, 126.94941668 -8.515416599999993, 126.9493437 -8.515457179999993, 126.94929237 -8.51523766, 126.9493174 -8.515169370000006, 126.94934942999998 -8.515149809999999, 126.94934603000002 -8.515118909999996, 126.94937113 -8.515103620000003, 126.94937390000001 -8.515055570000001, 126.9493364 -8.515050220000004, 126.94930693 -8.514995099999997, 126.94924158000002 -8.514992090000009, 126.94917154 -8.514926060000002, 126.94903484 -8.514875219999993, 126.94892729 -8.514782449999995, 126.94868916000001 -8.514690669999995, 126.94853984000001 -8.514600410000007, 126.94850087 -8.514598080000008, 126.94840767000001 -8.514539190000004, 126.94821428 -8.514481599999993, 126.94818725999998 -8.51444694, 126.94810535999999 -8.514406249999995, 126.94798110999999 -8.514363929999995, 126.94797167000002 -8.514348440000006, 126.94787085 -8.514324230000001, 126.9477643 -8.514261019999998, 126.94773599999999 -8.514261169999992, 126.94750503 -8.514495089999995, 126.94744470999998 -8.514582429999995, 126.94738458842038 -8.514803683788555, 126.94748571 -8.515217189999998, 126.94749255 -8.515349719999994, 126.94753008 -8.515444820000006, 126.94768891000001 -8.51572729, 126.94780710999999 -8.515633390000007, 126.94800115 -8.515588390000005, 126.94802872000001 -8.515537689999999, 126.94805252 -8.515523999999996, 126.94811758 -8.515547189999996, 126.94817207 -8.515542179999992, 126.94820593000001 -8.515618080000007, 126.94823260000001 -8.51563674, 126.9483192 -8.515612880000006, 126.94840729 -8.51563793000001, 126.94852821000002 -8.515737219999995, 126.94865795 -8.515721679999993, 126.94885487 -8.51576999, 126.94891865 -8.515803319999993, 126.94894347000002 -8.515786449999997, 126.94896153 -8.515795040000004, 126.94908381 -8.5158909, 126.94909993 -8.515956590000004, 126.94897559 -8.516071940000003, 126.94884486000001 -8.516075690000005, 126.94876600999999 -8.516096999999998, 126.94873497999998 -8.516156950000003, 126.94876493000001 -8.516198899999992, 126.94873467999999 -8.516256429999997)))",1741
"MULTIPOLYGON (((126.94626912474631 -8.511396678033826, 126.9462302327156 -8.51147194749097, 126.94622172000001 -8.511499889999996, 126.94615110754965 -8.511567443520999, 126.9461155682802 -8.511616186277147, 126.94605705 -8.511660330000007, 126.94604933 -8.511677750000008, 126.94603661999999 -8.51169147, 126.94601649 -8.511717980000002, 126.94598996 -8.511742959999998, 126.94597337 -8.511748959999995, 126.94594641 -8.511775819999992, 126.94594064 -8.51178855999999, 126.94591794000002 -8.511805269999995, 126.94590016000001 -8.51181438000001, 126.94587952 -8.511848489999995, 126.94587072 -8.511860299999997, 126.94585116000002 -8.511878480000004, 126.94584583 -8.511891109999995, 126.94581294000001 -8.511921829999993, 126.94579858000002 -8.511947109999998, 126.94578847000001 -8.511957179999996, 126.94576196 -8.511974009999996, 126.94575464000002 -8.511975390000003, 126.94573339000002 -8.511968479999995, 126.94572692000001 -8.511968659999992, 126.94568899 -8.511982299999993, 126.94565768 -8.511994849999994, 126.94565003999999 -8.51199448999999, 126.94564192 -8.511988869999996, 126.94562606513502 -8.512013422929217, 126.94561028 -8.51203842, 126.94559559 -8.512055959999989, 126.94554847 -8.512164269999998, 126.94545339792965 -8.512505823382366, 126.94547191 -8.512565820000004, 126.94546674999998 -8.512587489999998, 126.94547174000002 -8.51262065999999, 126.94547410000001 -8.51266079, 126.94547498 -8.512676449999997, 126.94545473903418 -8.512756499733397, 126.9454275816679 -8.512895101137431, 126.94540813565254 -8.513035691984042, 126.94540483 -8.513116029999997, 126.94539227 -8.513124259999998, 126.94538364 -8.513136100000002, 126.94538336 -8.513150420000002, 126.94539013000002 -8.513163119999994, 126.94539435000002 -8.513179269999997, 126.94539831 -8.513187309999998, 126.94540915 -8.513199920000005, 126.94541459 -8.513212590000009, 126.94541144000002 -8.513229040000004, 126.94541972999998 -8.513254700000005, 126.94543032 -8.513278089999998, 126.94544482000002 -8.513301619999995, 126.94545159 -8.51331864, 126.94545524000002 -8.513344839999993, 126.94546034999999 -8.513363139999996, 126.94545639 -8.51337479, 126.94545781 -8.513381800000003, 126.94546564 -8.513393109999996, 126.94546549000002 -8.513414189999999, 126.94546423 -8.513424219999997, 126.94546678999998 -8.513434469999993, 126.94546587000002 -8.513450139999993, 126.94546793999999 -8.513469140000003, 126.94546775000002 -8.513485470000006, 126.94547102000001 -8.513499150000007, 126.94546901000001 -8.51352102, 126.94547299000001 -8.513543259999993, 126.94547288 -8.51357996, 126.94547874000001 -8.513602870000007, 126.94548434 -8.513614840000008, 126.94549655 -8.51362856, 126.94550398000001 -8.513650740000005, 126.94550453999999 -8.513684580000007, 126.94550344 -8.513698199999993, 126.94550778 -8.513722909999998, 126.94549843 -8.513742390000008, 126.94549674000001 -8.513755569999997, 126.94550424 -8.513769729999998, 126.94550299 -8.513783359999993, 126.94549215 -8.513801070000003, 126.9454845 -8.513826379999992, 126.94547837 -8.513849500000006, 126.94548033000001 -8.513864889999995, 126.94548893 -8.513881749999992, 126.94548822 -8.513894729999999, 126.94549158 -8.513907060000003, 126.94548638 -8.513924740000004, 126.94548803999999 -8.513938319999994, 126.94548126 -8.513947310000006, 126.94547061 -8.513951110000002, 126.94546479 -8.513958069999992, 126.94546736 -8.513978209999998, 126.94546606 -8.513990630000006, 126.94547105 -8.514010529999998, 126.94546541000001 -8.514039879999997, 126.94546002 -8.514052880000003, 126.94545036000001 -8.514063189999996, 126.94543086000002 -8.514103490000004, 126.94541646999998 -8.514126620000003, 126.94539811 -8.514146529999996, 126.94538295000001 -8.51417232999999, 126.94538469 -8.514195850000007, 126.94537653 -8.514222300000005, 126.94537483 -8.514240809999995, 126.94536092000001 -8.51425455, 126.94535367000002 -8.51426634, 126.94534243 -8.514275320000007, 126.94533494 -8.51429532, 126.94533654999998 -8.51430634, 126.94535973 -8.514324970000002, 126.94537389 -8.51434239, 126.94537425999998 -8.514348219999993, 126.94538378 -8.514359979999998, 126.94539708000002 -8.514367459999995, 126.94542128 -8.514388830000001, 126.94542617 -8.514401510000003, 126.94544037000001 -8.51440568, 126.94545829999998 -8.514392709999996, 126.94546815000001 -8.514378000000002, 126.94548112 -8.514371979999995, 126.94549776 -8.514376479999992, 126.94551177999999 -8.514371850000002, 126.94551987 -8.514371249999993, 126.94553346 -8.514363420000004, 126.94555554999998 -8.514344010000007, 126.94558835 -8.514322510000003, 126.94560499999999 -8.514329219999999, 126.94561828999998 -8.51433007, 126.94563723 -8.514339150000007, 126.94565936 -8.514338030000001, 126.94568937999999 -8.514340550000004, 126.94570322000001 -8.51433585, 126.94571210000001 -8.514328179999998, 126.94572953999999 -8.514326260000006, 126.94573738000001 -8.514320280000002, 126.94578078000002 -8.51432225999999, 126.94582495 -8.514318890000007, 126.94587015000002 -8.514319839999995, 126.94589636 -8.51432344, 126.94594955 -8.514324210000002, 126.94596808000001 -8.514318479999998, 126.94599731000001 -8.514318719999991, 126.94600981000002 -8.514316269999993, 126.94602169 -8.514322179999994, 126.94603485000002 -8.514345209999995, 126.94604189 -8.514370239999998, 126.94604409 -8.51438211, 126.94605251000002 -8.514393980000007, 126.94606286 -8.514395940000004, 126.94607655000002 -8.514377860000003, 126.94609742000002 -8.514362190000007, 126.94611142 -8.514362180000004, 126.94612446 -8.514369829999996, 126.9461362 -8.514369279999999, 126.94614730000002 -8.514359450000004, 126.94616473 -8.514355860000006, 126.94618581 -8.514355380000007, 126.94620537 -8.514361509999997, 126.94621822 -8.514361310000005, 126.9462406 -8.514347700000004, 126.94626052 -8.514340219999998, 126.94627362999998 -8.514337900000006, 126.94629255 -8.514326460000007, 126.94630622999999 -8.514316690000003, 126.94633425000002 -8.51431122, 126.94637449 -8.514292660000004, 126.94638933000002 -8.514282539999998, 126.94640476000001 -8.514276749999995, 126.94642116 -8.514259299999999, 126.94643613000001 -8.51424806, 126.94645136 -8.514247209999994, 126.94646492999999 -8.514250810000005, 126.94648511999999 -8.514246729999996, 126.94650285000002 -8.514238790000004, 126.94651956 -8.514231460000005, 126.94652883999998 -8.514224720000005, 126.94654763 -8.514219369999998, 126.94656535999998 -8.514220940000001, 126.94657302999998 -8.514223160000002, 126.94656682 -8.514210159999996, 126.94655977999999 -8.514176030000002, 126.94655993000002 -8.51415756, 126.9465745 -8.514112800000007, 126.94658097 -8.514095260000007, 126.94657207000002 -8.514046270000003, 126.94676097482441 -8.513595070619333, 126.9473822414875 -8.512417622404977, 126.94756664335726 -8.51113240585794, 126.94755557924508 -8.511120137258134, 126.94656651467085 -8.510519638555026, 126.94650582969187 -8.510673162056872, 126.94639552384615 -8.511060120588592, 126.94635696709155 -8.511243154822115, 126.94626912474631 -8.511396678033826)))",1742
"MULTIPOLYGON (((126.94530554115772 -8.513103003149396, 126.94538868963718 -8.513115603267698, 126.94540042430161 -8.512585071611595, 126.94551341235638 -8.5120548708032, 126.94626845419407 -8.511286592281337, 126.94646894931793 -8.510633040370088, 126.94581616669893 -8.510183411923444, 126.9456072896719 -8.510603860958906, 126.94532096385954 -8.510965287599848, 126.94527234882115 -8.511081010369654, 126.94517478346825 -8.51114931662998, 126.94491896778345 -8.511440778642678, 126.94462459534407 -8.511716987603505, 126.94434564560652 -8.512031659994307, 126.94403618574141 -8.512385790468313, 126.94437380880117 -8.512577776796203, 126.94530554115772 -8.513103003149396)))",1743
"MULTIPOLYGON (((126.94420382380486 -8.512145061361528, 126.94437514990568 -8.51194213257542, 126.94456323981285 -8.51169742419025, 126.94469332695007 -8.51156479085382, 126.9450383260846 -8.51124116532004, 126.94520428776741 -8.511084326207836, 126.94533236324787 -8.510901623482345, 126.94555431604385 -8.510551470646854, 126.94575715810059 -8.510220549396255, 126.94601263850927 -8.509923449512804, 126.94542188197374 -8.509477467670216, 126.94408882409334 -8.51064597215389, 126.94371499121189 -8.510649951164188, 126.94339916110039 -8.510651940669343, 126.94302264600992 -8.510971256110322, 126.94420382380486 -8.512145061361528)))",1744
"MULTIPOLYGON (((126.95528872311115 -8.514692604273835, 126.95522200316191 -8.51436566557477, 126.95515260100365 -8.51425723858147, 126.95475094020367 -8.514346765458878, 126.95476334542037 -8.514581856307672, 126.9548076018691 -8.51487099464299, 126.95484280586244 -8.515045405964383, 126.95509325712919 -8.515060658661719, 126.95530783385038 -8.5150487217682, 126.95528872311115 -8.514692604273835)))",1745
"MULTIPOLYGON (((126.95533291981823 -8.515532487432328, 126.95533716520819 -8.515392956735145, 126.95533439959169 -8.51530816148951, 126.95532384757227 -8.515202710987637, 126.9552582129836 -8.515160464340122, 126.95499803870916 -8.515146206387655, 126.95492186793102 -8.515148373956613, 126.95479776010227 -8.515140213921365, 126.95477608409963 -8.51514985965186, 126.95473479982056 -8.515186094737613, 126.95473775911113 -8.515289737738774, 126.95469530171295 -8.515488091912019, 126.95494540035723 -8.515522218258644, 126.95493548550012 -8.515643981255836, 126.9550045359181 -8.515729985928187, 126.9550680486625 -8.515737820936886, 126.95512393974766 -8.515741021203592, 126.95532767289234 -8.515758736738468, 126.95533611194104 -8.515658747563823, 126.95533291981823 -8.515532487432328)))",1746
"MULTIPOLYGON (((127.03983609811594 -8.430432555879825, 127.03995097428559 -8.430531850451025, 127.04001769423483 -8.430584251660909, 127.04011894762517 -8.430568663959983, 127.04015750437974 -8.430542795008106, 127.04018633812666 -8.430523890772957, 127.04021953046323 -8.430489067179465, 127.04025037586689 -8.430424394783227, 127.04026579856873 -8.430303672947979, 127.0403273058266 -8.430181119742992, 127.04032715409994 -8.430094067913718, 127.04029664397238 -8.430051947901028, 127.04026311635971 -8.430017124265019, 127.04021081328392 -8.429956099981037, 127.0401206240058 -8.429893749072221, 127.0400307700038 -8.429882472842966, 127.0399981059361 -8.429886913541646, 127.0399710908532 -8.42988247284297, 127.03989442093118 -8.429911538730316, 127.03974926192434 -8.429916722980558, 127.03974410891534 -8.430076490271182, 127.03973759736131 -8.43012409299031, 127.0397505579869 -8.430221297682392, 127.03978295955095 -8.43038200943995, 127.03983609811594 -8.430432555879825)))",1747
"MULTIPOLYGON (((126.96027226746084 -8.533432754058072, 126.96014083921908 -8.533519292365693, 126.95998828858136 -8.533684742945184, 126.96008384227753 -8.533799464146595, 126.96024008095264 -8.533950325789633, 126.96041375398636 -8.533992102849483, 126.96061190217733 -8.533946347021791, 126.96071047335862 -8.533734146010143, 126.960571333766 -8.53364064490195, 126.96027226746084 -8.533432754058072)))",1749
"MULTIPOLYGON (((127.15215247124434 -8.469181116726107, 127.15248774737121 -8.469847340762186, 127.15267650783062 -8.470223065406698, 127.15285085141657 -8.47060144263464, 127.15318311005831 -8.470472111283964, 127.1534660831094 -8.47035438655514, 127.15302687138319 -8.46965168524156, 127.15273719280958 -8.469234839165017, 127.15260677039622 -8.469060407021217, 127.15256419032812 -8.469004694836979, 127.15215247124434 -8.469181116726107)))",1750
"MULTIPOLYGON (((127.15841576457022 -8.47164736688338, 127.15834770351648 -8.47224361538854, 127.1583604440093 -8.472705226499725, 127.1588871628046 -8.472709537520421, 127.15958688408135 -8.472618011224457, 127.15939544141293 -8.471851311832017, 127.15931742464403 -8.471676705064297, 127.15920820951806 -8.471798769028625, 127.15908486066988 -8.471863013220377, 127.1588587211149 -8.471806478331636, 127.15859403504487 -8.47174994344289, 127.15841576457022 -8.47164736688338)))",1751
"MULTIPOLYGON (((126.9473446905613 -8.528232793632423, 126.94745365530252 -8.528070324813173, 126.94751601666214 -8.527960575428848, 126.94756764918566 -8.527847510320168, 126.94753512740135 -8.527669126004433, 126.94724075496197 -8.527556392379056, 126.94704126566648 -8.527804737880297, 126.94676097482441 -8.527931728908701, 126.94675393402576 -8.52801860003174, 126.94676466286181 -8.528127354692286, 126.94709390401839 -8.52823876187343, 126.94722533226015 -8.528249372079479, 126.9473446905613 -8.528232793632423)))",1752
"MULTIPOLYGON (((127.0718377456069 -8.460717749246317, 127.0714595541358 -8.460404692941637, 127.07107834517957 -8.460128447071664, 127.07086879760027 -8.460094621033152, 127.07052111625671 -8.459952684290153, 127.07018483430147 -8.460018678249591, 127.06982541829348 -8.460128115443856, 127.06947773694992 -8.46025446562035, 127.06913609057665 -8.460526400242857, 127.06889301538469 -8.46075257011193, 127.06860635429621 -8.46097608683154, 127.06841457635167 -8.461162792834688, 127.0684662088752 -8.461264933913574, 127.06856343895197 -8.461317994203599, 127.06864524632694 -8.461372049366528, 127.06866737455128 -8.461504036787757, 127.06875521689652 -8.461670844946333, 127.06881623715164 -8.461794873232098, 127.06888966262339 -8.462005787551535, 127.06891983747481 -8.462103948893498, 127.06896174699067 -8.462465752812905, 127.06898085772993 -8.462926712401092, 127.06899024546145 -8.463476878554195, 127.0689694583416 -8.463735545913273, 127.06924270838499 -8.463892072743612, 127.06955585628748 -8.464003166959596, 127.06995952874422 -8.46408673631883, 127.07027100026609 -8.46414908170202, 127.07079939544201 -8.46432650068935, 127.07109142094849 -8.464420350326199, 127.07138746976854 -8.464557642686634, 127.07163389772177 -8.464564606790555, 127.07175157964228 -8.464448206751117, 127.0718612149358 -8.464227676665356, 127.0719527453184 -8.463979621620972, 127.07203857600688 -8.463730571542634, 127.072168327868 -8.463556468529347, 127.07230143249035 -8.463246730783496, 127.07235205918552 -8.463011608495293, 127.07241643220186 -8.462876968587192, 127.07248851656915 -8.462757251782087, 127.07260452210905 -8.46261299464061, 127.07277987152338 -8.462444197135198, 127.07285296171904 -8.462361290671252, 127.07291565835476 -8.462176575005417, 127.07278825342657 -8.461951069225039, 127.07242783159018 -8.461456945803455, 127.07218844443561 -8.461104426491735, 127.0718377456069 -8.460717749246317)))",1753
"MULTIPOLYGON (((127.08586616 -8.438305269999995, 127.08593979477881 -8.438331592864639, 127.08600561 -8.43830091, 127.08611849695444 -8.438281514231601, 127.08612386137247 -8.438117017483956, 127.08615001291035 -8.43779100860169, 127.08571918308736 -8.437396348447258, 127.0854865014553 -8.43758107598152, 127.08534568548203 -8.438039412139178, 127.08566553890705 -8.438341210614626, 127.08586616 -8.438305269999995)))",1754
"MULTIPOLYGON (((127.07242883741857 -8.457527812976666, 127.0724918693304 -8.45745518598833, 127.07257357 -8.457378680000005, 127.07255474 -8.457363429999996, 127.07254417240621 -8.457342763362917, 127.07246102392672 -8.457264498624982, 127.07241442054509 -8.457214754079915, 127.07216372 -8.45703032999999, 127.07215391099452 -8.457019755401259, 127.07210561 -8.456971229999994, 127.07209746 -8.456963810000003, 127.07209154963495 -8.456956082341973, 127.07208118 -8.456943060000008, 127.0720617 -8.45692872999999, 127.07204762846233 -8.456918939719186, 127.07203889000002 -8.45691365999999, 127.07202668000001 -8.456902699999999, 127.072012424469 -8.456893735794546, 127.07197722047569 -8.456877154264278, 127.07195911556481 -8.45686521556204, 127.07182199000002 -8.456748580000001, 127.07180135 -8.45673528999999, 127.07178794 -8.456720840000003, 127.07176542999999 -8.456708820000001, 127.07175728000001 -8.456707270000008, 127.07174117000001 -8.456697939999993, 127.07173096000001 -8.45668601000001, 127.07172134 -8.456668929999994, 127.07170135000001 -8.456654719999994, 127.07168335000001 -8.456636509999997, 127.07166638000001 -8.456620250000002, 127.07164694 -8.45659819, 127.07163121 -8.456586599999993, 127.07161500000001 -8.456567709999996, 127.07160634 -8.456558100000004, 127.07154035568236 -8.45649146766895, 127.07145553082228 -8.456341238821866, 127.0714008808136 -8.456269938134428, 127.0712862163782 -8.456189683391393, 127.07115344703199 -8.456127668351234, 127.07102201879025 -8.456069632876806, 127.07098547369242 -8.45608223486627, 127.07096569240093 -8.456129326507522, 127.07095060497521 -8.456167795731304, 127.07092478871347 -8.456214224099707, 127.07091875374317 -8.456290167633135, 127.071090079844 -8.456417845592256, 127.07128755748272 -8.456573380503515, 127.0716805011034 -8.456894730686338, 127.07242883741857 -8.457527812976666)))",1756
"MULTIPOLYGON (((127.07403212785721 -8.472047297851518, 127.07324288785456 -8.470887629545848, 127.07253076136112 -8.47022173893023, 127.07188233733176 -8.47060873824801, 127.07150917500256 -8.471140986031182, 127.07135025411843 -8.47181947653009, 127.07216028124093 -8.47269660445818, 127.07279898226261 -8.473206962661042, 127.07370590418577 -8.473868205485275, 127.07439254969358 -8.473347236434414, 127.07429230213167 -8.473051434469538, 127.07421787083149 -8.472812007151997, 127.07409080117941 -8.472214764675702, 127.0740495622158 -8.472112626502499, 127.07403212785721 -8.472047297851518)))",1757
"MULTIPOLYGON (((126.98344387114048 -8.50586681934085, 126.9823793694377 -8.505405579693488, 126.9822033494711 -8.505796191019634, 126.98263518512248 -8.505973590768866, 126.98321655392645 -8.506250135260796, 126.98344387114048 -8.50586681934085)))",1759
"MULTIPOLYGON (((126.98303178 -8.506624230000005, 126.98321890085936 -8.506295231226176, 126.98223788291216 -8.505872456342454, 126.98219027370214 -8.505852892630658, 126.98219999670982 -8.505883067168764, 126.98197737336159 -8.50634729053253, 126.98294866830109 -8.506811181746224, 126.98303178 -8.506624230000005)))",1760
"MULTIPOLYGON (((127.06595700234176 -8.45833831597261, 127.06776548177004 -8.458360203509427, 127.06787243485451 -8.456389325324539, 127.06712141633034 -8.456353177540311, 127.06611391156912 -8.45634090719079, 127.06603713333607 -8.456330626627354, 127.06595700234176 -8.45833831597261)))",1761
"MULTIPOLYGON (((126.9910708 -8.489896819999997, 126.99107963 -8.489893340000002, 126.99108435 -8.489881559999993, 126.99108732999998 -8.48985815, 126.99108743 -8.48984341000001, 126.99110055 -8.489830730000005, 126.99110963 -8.489815110000002, 126.99112158 -8.48979156000001, 126.99112113999999 -8.489772610000005, 126.99112617 -8.489760710000002, 126.99111966 -8.489725360000005, 126.99112806 -8.489706189999994, 126.99114020000002 -8.489697310000007, 126.99115808999998 -8.48967136000001, 126.99116535 -8.489648240000003, 126.99116755000001 -8.489637029999995, 126.99118526000001 -8.489599389999999, 126.9911871 -8.489590300000003, 126.99119305999999 -8.489585950000002, 126.99120306 -8.489591270000002, 126.99121829000002 -8.489602739999999, 126.99123752 -8.48961270000001, 126.99125197 -8.489612709999998, 126.99127128 -8.489616930000004, 126.99128328 -8.48961502, 126.99129675 -8.489587599999995, 126.99140835553406 -8.489522150442772, 126.99163433164357 -8.489397136293059, 126.99174966663122 -8.489149429090988, 126.9912065193057 -8.488738241414717, 126.99065767228602 -8.488467321551834, 126.990448795259 -8.488380773060872, 126.99007328599693 -8.488341643851648, 126.98967397212981 -8.488419902266108, 126.98939569294454 -8.488421891886594, 126.98887601494789 -8.488492191804255, 126.98881030082703 -8.48850213990479, 126.98866914957762 -8.48852535213832, 126.98852900415658 -8.48874719469947, 126.9883982464671 -8.488886136387704, 126.98827050626278 -8.4888771831062, 126.98818199336529 -8.488873203869925, 126.98813807219267 -8.488939856072328, 126.98802509 -8.489059000000003, 126.98798017 -8.489063940000001, 126.98795288999999 -8.489059950000001, 126.98793751000001 -8.48905797, 126.98791066 -8.489059579999996, 126.98789506 -8.489055550000005, 126.98785079999999 -8.48905226, 126.98783820000001 -8.489042470000003, 126.98781521 -8.489034380000001, 126.98777923000002 -8.489023909999995, 126.98775526 -8.489019620000002, 126.98774732 -8.489015749999991, 126.98773137 -8.489017939999998, 126.98772441000001 -8.489026949999992, 126.98772962 -8.489058430000007, 126.98773119 -8.489077280000009, 126.98772753 -8.489092360000003, 126.98772937 -8.489099970000002, 126.98772286000002 -8.489107769999995, 126.98772367 -8.489114319999997, 126.98771804 -8.489121369999998, 126.98772251 -8.489158279999998, 126.98772900000002 -8.489182499999997, 126.98773228 -8.489218950000001, 126.98773868999999 -8.489244519999994, 126.98773841 -8.48926499999999, 126.98774242 -8.48928230999999, 126.98774386 -8.489301149999998, 126.98774926000002 -8.48931824, 126.98775134 -8.489351900000003, 126.98775946000002 -8.489378170000002, 126.98776515 -8.489415780000003, 126.98777093 -8.489456909999994, 126.98777021 -8.48947809, 126.98781989514828 -8.489635226866744, 126.98784839361906 -8.489759909336662, 126.98795132339 -8.490765326071443, 126.98812734335661 -8.490905261833, 126.98829565197231 -8.490776600518576, 126.98865339159964 -8.490386305494232, 126.988826058805 -8.490199945283132, 126.98896754533052 -8.49007161533427, 126.98906946927308 -8.49000264211405, 126.98916703462602 -8.489956217824243, 126.98924113065006 -8.48985706878648, 126.98926024138927 -8.489767204586313, 126.98922201991083 -8.489701878936808, 126.9891831278801 -8.489613672712256, 126.98921103 -8.489497990000007, 126.98922688 -8.489474739999993, 126.98924779000001 -8.48946503, 126.98926781 -8.48946063, 126.98929288000001 -8.489457899999993, 126.98931652000002 -8.48944948, 126.98934272000001 -8.489433900000003, 126.98935891000002 -8.489418520000006, 126.98939303000002 -8.489395870000003, 126.98942486196756 -8.489376245330373, 126.98944833129644 -8.489372929304464, 126.98945134878159 -8.489366297252523, 126.98947079479693 -8.489357675584825, 126.98955763131382 -8.489305282369312, 126.98964782059193 -8.48926582165164, 126.98973432183264 -8.489275106526733, 126.98982479 -8.489351789999999, 126.98983227 -8.489352400000003, 126.98985220000002 -8.489370290000007, 126.98987673 -8.48937906, 126.98990038000001 -8.489392769999993, 126.98991449 -8.489402280000007, 126.9899287 -8.489410140000006, 126.98993626000001 -8.489416069999999, 126.98998025 -8.489432569999993, 126.98998372 -8.489441870000006, 126.99001071 -8.489459030000006, 126.99003456 -8.489470849999996, 126.99005359000002 -8.489476040000001, 126.99007131 -8.489488020000008, 126.99008398 -8.48949954, 126.99010338 -8.489522229999995, 126.99015308171509 -8.48957023279721, 126.99032105505468 -8.489673361137104, 126.99039313942194 -8.489716137835872, 126.990631185472 -8.489845794312323, 126.99102681130171 -8.489934995289877, 126.99103975000001 -8.489937950000002, 126.99105766 -8.489925150000005, 126.9910626 -8.489917040000009, 126.99106401999998 -8.489907960000005, 126.9910702 -8.489897190000006, 126.9910708 -8.489896819999997)))",1762
