external_id,boundary
1920,"MULTIPOLYGON (((125.41728611720022 -8.636390203685469, 125.41727968040658 -8.63601850410439, 125.41701582405356 -8.63549356676412, 125.416639060394 -8.635308753993838, 125.41637193945999 -8.63530356761163, 125.4160806262414 -8.635439324422938, 125.41598111167278 -8.635642197162689, 125.41612859136592 -8.635958349994587, 125.41684388487053 -8.636613729585779, 125.41728611720022 -8.636390203685469)))"
1921,"MULTIPOLYGON (((125.41813886432001 -8.635538122434731, 125.41746961281852 -8.634919562680128, 125.41712836744313 -8.634680877274183, 125.41673919465714 -8.634861731634832, 125.41660901508375 -8.63522055439975, 125.41709563200273 -8.63548471577898, 125.41740327799198 -8.636144876712653, 125.41813886432001 -8.635538122434731)))"
1922,"MULTIPOLYGON (((125.41605396057525 -8.63335171789267, 125.41619340427259 -8.633281236331705, 125.41695090780148 -8.632804509381389, 125.41722730996511 -8.632618882815402, 125.41726402066976 -8.63247347456353, 125.41685064589682 -8.632612960689865, 125.41640202327193 -8.632602082245198, 125.4161027711256 -8.632538090570952, 125.41507759287278 -8.632553434913147, 125.41500675883049 -8.632887008230782, 125.4150117297512 -8.633218680350966, 125.4150778842982 -8.633498716650468, 125.41518274282402 -8.633791321605454, 125.41579343560436 -8.633500619611013, 125.41605396057525 -8.63335171789267)))"
1923,"MULTIPOLYGON (((125.41349772478452 -8.63340000159386, 125.41490041894801 -8.634102039916142, 125.41503116727752 -8.633686717297065, 125.4136441749574 -8.633078162706301, 125.41349772478452 -8.63340000159386)))"
1924,"MULTIPOLYGON (((125.41348007884237 -8.633457148359879, 125.4149790140092 -8.634165368335447, 125.41473995457575 -8.63470903876319, 125.41324765478718 -8.633733128534995, 125.41348007884237 -8.633457148359879)))"
1925,"MULTIPOLYGON (((125.41207199463426 -8.650061937511044, 125.41249825693782 -8.65085713606703, 125.41332641543714 -8.650529500039575, 125.41303183872961 -8.649587669302553, 125.41207199463426 -8.650061937511044)))"
1926,"MULTIPOLYGON (((125.4122516687942 -8.640204236218432, 125.4124107803809 -8.640528833313615, 125.41378643606987 -8.640359021942375, 125.41394017941076 -8.640038613001693, 125.41416485271431 -8.63986476346797, 125.41462049724544 -8.639300999895593, 125.4146668339774 -8.639216049220309, 125.41510703293119 -8.63914654412235, 125.41507614177654 -8.63901525671508, 125.4155549546736 -8.63750159013719, 125.41508386456518 -8.6373162432093, 125.41387910953381 -8.637764164951724, 125.41363198029661 -8.637547926869168, 125.41331534596144 -8.637648323121786, 125.41311455345621 -8.637771887740394, 125.4129523748943 -8.637988125822943, 125.41288286979635 -8.638219809482825, 125.41289831537367 -8.638397433622073, 125.41296009768294 -8.638482384297347, 125.41265890892511 -8.638938028828456, 125.41225708591024 -8.63982129735799, 125.4122516687942 -8.640204236218432)))"
1927,"MULTIPOLYGON (((125.4090942335354 -8.638475597804295, 125.40888960632692 -8.63849606052515, 125.40872181201593 -8.638524708334343, 125.40864405367674 -8.638528800878515, 125.40846398173323 -8.638684317556956, 125.40845170410076 -8.638684317556955, 125.40845988918909 -8.638729335542823, 125.40847625936576 -8.63903218381139, 125.40860722077919 -8.639261366284908, 125.40865223876506 -8.6393432171683, 125.40886914360608 -8.639392327698344, 125.40919245459548 -8.6393964202425, 125.40976950332343 -8.639208163210695, 125.40977359586756 -8.638901222397964, 125.409446192334 -8.638933962751315, 125.40946256251065 -8.638614744306066, 125.40931932346474 -8.638512430701821, 125.4090942335354 -8.638475597804295)))"
1928,"MULTIPOLYGON (((125.19498224108803 -8.657712504883438, 125.19500782054779 -8.65768244079423, 125.19511408219016 -8.657610829662596, 125.19522356401669 -8.657556472288668, 125.19543733990521 -8.657850457918093, 125.19527902878065 -8.657954101845581, 125.19515964585737 -8.657921926054415, 125.19512145840731 -8.657902430687507, 125.19498224108803 -8.657712504883438)))"
1929,"MULTIPOLYGON (((125.19994081401711 -8.658521881719764, 125.20005725790303 -8.65885682800797, 125.1994246403101 -8.659026671525197, 125.1990413490487 -8.6584239689485, 125.1990812032291 -8.658320046236925, 125.19938239801812 -8.658132116764413, 125.19961507937178 -8.658258592017255, 125.19994081401711 -8.658521881719764)))"
1930,"MULTIPOLYGON (((125.199708772826 -8.655589627630738, 125.20034082803932 -8.65564692312431, 125.20032841645762 -8.654772711085675, 125.19962395881372 -8.654782712587812, 125.199708772826 -8.655589627630738)))"
1931,"MULTIPOLYGON (((125.21409949256478 -8.658675493555437, 125.21407429233636 -8.658985841450187, 125.21453464070316 -8.6590960331993, 125.2146850971803 -8.659148310170396, 125.21472925855552 -8.65924329031136, 125.21422617853926 -8.659261863934757, 125.21387586768171 -8.65926771880987, 125.21387091255578 -8.659331580361794, 125.21382385550919 -8.659388686430612, 125.21384201970437 -8.659447777936597, 125.2138255634686 -8.65949627697918, 125.21381569974828 -8.659524137714131, 125.21328767656611 -8.659562888434303, 125.21293993948814 -8.659607117407427, 125.21275526244614 -8.65960466862209, 125.21261853344159 -8.659604576849546, 125.21260783874573 -8.659518696261994, 125.21277089878176 -8.65947201850357, 125.2128647017346 -8.659436935265054, 125.21297805751098 -8.659346398830108, 125.21317593390948 -8.6589763837763, 125.2133153402674 -8.65870310500794, 125.21354627595454 -8.658738807194897, 125.21378321628272 -8.658687026708362, 125.21409949256478 -8.658675493555437)))"
1932,"MULTIPOLYGON (((125.21545910531857 -8.655809029909243, 125.21548403932675 -8.655963904151125, 125.21563242940277 -8.656215013384733, 125.21566643875909 -8.656259241623102, 125.21622356176026 -8.655863177883605, 125.21629569967921 -8.655792490097038, 125.21593900266538 -8.655656546883343, 125.21559768200918 -8.655534069171647, 125.21539603999999 -8.655495829999998, 125.21545910531857 -8.655809029909243)))"
1933,"MULTIPOLYGON (((125.21561523532304 -8.655523172480182, 125.2158000074439 -8.655593291668728, 125.21598093806472 -8.655654702780646, 125.21599587134757 -8.6556007713334, 125.2160074323464 -8.655470640163788, 125.2160622048797 -8.655478716384224, 125.21611281986596 -8.655234195817178, 125.21603576989857 -8.655172319173309, 125.21591233217079 -8.655157684064774, 125.21576214593419 -8.655173821580519, 125.21563578851749 -8.655228696491994, 125.2153151997019 -8.655197535266682, 125.21538214274165 -8.655434388195946, 125.21539909481287 -8.655478505144306, 125.21561523532304 -8.655523172480182)))"
1934,"MULTIPOLYGON (((125.21207052 -8.657612939999998, 125.21233234424724 -8.65752092088455, 125.21244606591326 -8.657924046166558, 125.21213878398426 -8.657981665681506, 125.2118604011895 -8.657918091500061, 125.21166465425746 -8.657786843772168, 125.21155211464577 -8.657674559878044, 125.21146666257151 -8.657710123596544, 125.21135185538479 -8.65784943306796, 125.21122019406927 -8.657889449556977, 125.21099968782103 -8.657818621237737, 125.21091535715492 -8.657685165957293, 125.2111045009988 -8.657540948201158, 125.2112251232375 -8.65748320995519, 125.21122271867591 -8.657323320124636, 125.21123988854475 -8.657284426981386, 125.2120071272345 -8.657226473470887, 125.21201185807966 -8.657311119877091, 125.2120437528027 -8.657495236705218, 125.21207578582619 -8.657551477156815, 125.21207052 -8.657612939999998)))"
1935,"MULTIPOLYGON (((125.21502577999999 -8.65441443, 125.21489445494592 -8.654586292163678, 125.21500264503572 -8.654859440346678, 125.21532867645574 -8.655157987143518, 125.21562328831035 -8.655189293806156, 125.21577148169462 -8.655144148083927, 125.21591852083831 -8.655127893760747, 125.2160296813291 -8.655131994293454, 125.21612571307148 -8.65520800441824, 125.21615757942841 -8.654879049432308, 125.21608864479421 -8.654533811457364, 125.2159102821498 -8.654303015742963, 125.21546567109188 -8.654362533260851, 125.21512842232514 -8.654325228939216, 125.21502577999999 -8.65441443)))"
1936,"MULTIPOLYGON (((125.21463688719652 -8.656227059486136, 125.21490350658439 -8.656559935564067, 125.21528200070689 -8.656229344780762, 125.21487243117045 -8.655699121675301, 125.21473541124342 -8.65572376948757, 125.21458007125065 -8.655812918728548, 125.21447584871378 -8.65590647402928, 125.21444295210033 -8.656018481904152, 125.21456648883142 -8.65616083544922, 125.21463688719652 -8.656227059486136)))"
1937,"MULTIPOLYGON (((125.21627148586624 -8.655900376750477, 125.21649669419091 -8.655904749525192, 125.21670169404815 -8.655895075785521, 125.21686240094411 -8.65588112849445, 125.21703420588618 -8.655823020750367, 125.2171611878336 -8.655787937433592, 125.21729847277732 -8.655749640631962, 125.21750761367768 -8.655702498425722, 125.21744871088367 -8.655571640451745, 125.21732543916927 -8.65541563791731, 125.2171834498641 -8.655344610295634, 125.21707170700584 -8.655298064692827, 125.21700250121562 -8.655170420203719, 125.21689877542704 -8.65506258665705, 125.2167297531598 -8.654977380012712, 125.21653611636535 -8.654929244310008, 125.2164270569587 -8.654920299682125, 125.21625349612334 -8.654893034988458, 125.21616364502243 -8.654884463320105, 125.21613561442126 -8.655212519204216, 125.21612040699935 -8.655236189155909, 125.21606766423092 -8.655484034744978, 125.21601109700951 -8.65547786683577, 125.21600132857446 -8.655601190263233, 125.21598446625886 -8.655662619403284, 125.21630594725116 -8.65579191369087, 125.2162290155422 -8.655861393884248, 125.216228621956 -8.655881664511806, 125.21625966304498 -8.655897015055972, 125.21627148586624 -8.655900376750477)))"
1938,"MULTIPOLYGON (((125.21215909681543 -8.65931423338279, 125.21221057434984 -8.659229796236128, 125.21222743400963 -8.659094848874748, 125.21226619754019 -8.658931847923498, 125.21224685015733 -8.658828236294354, 125.21218640706522 -8.658732726379753, 125.21231801484876 -8.65881800744119, 125.21243923028379 -8.65851744481866, 125.21251221871135 -8.65854504010168, 125.21250520547868 -8.658722896979063, 125.21254276002428 -8.658805502962924, 125.21268838294401 -8.658822569905524, 125.21285596797875 -8.658729154594806, 125.21307871421445 -8.658951523116741, 125.21292347019484 -8.659273897051504, 125.21286634395705 -8.659374243894241, 125.21271899368075 -8.659446139937428, 125.21258112700426 -8.659487961301133, 125.21259468749531 -8.659614599665183, 125.2123104205063 -8.659587721007362, 125.21220122926805 -8.659619419566871, 125.21221130033392 -8.65974243031723, 125.21226623291116 -8.65984673288903, 125.2122811061932 -8.659905759383866, 125.21226312366922 -8.660006866263503, 125.21216315700971 -8.6601135010139, 125.21212980018784 -8.66008971424207, 125.21211791531512 -8.659968448204292, 125.21206954702262 -8.659892751976479, 125.211994386193 -8.659821875320857, 125.21190046544648 -8.65980047246593, 125.21187037341103 -8.659700212073417, 125.21183608944507 -8.65950976462708, 125.21213798675525 -8.659466491399497, 125.21215909681543 -8.65931423338279)))"
1939,"MULTIPOLYGON (((125.21381513775356 -8.65959164370378, 125.2138193596754 -8.65963672511262, 125.21383667420419 -8.659675091806033, 125.21382866652878 -8.6597193583229, 125.21385159839278 -8.659939106132073, 125.21398214262938 -8.65992648848419, 125.21410299817995 -8.659885767132367, 125.2142123909075 -8.65982730130141, 125.21435382055469 -8.659776028253914, 125.21445937630197 -8.659710080933323, 125.2145245025127 -8.659643607426935, 125.21461471033908 -8.65954773414765, 125.2146787810693 -8.659469990289097, 125.21475421838713 -8.659400590929845, 125.21481392595142 -8.659355795118248, 125.2147289196158 -8.659257267590755, 125.21430763644327 -8.659270548378556, 125.21388429735977 -8.6592770036298, 125.21387436723786 -8.659332477700083, 125.21382940848348 -8.659387508005432, 125.21384586869962 -8.659448695423585, 125.21382120569385 -8.659525289405291, 125.21382204183081 -8.659531406844808, 125.21381513775356 -8.65959164370378)))"
1940,"MULTIPOLYGON (((125.2163546191753 -8.658163269164831, 125.21625724842262 -8.658538450023755, 125.21599187635663 -8.65899059701692, 125.21583686179673 -8.659221608189275, 125.21584190467465 -8.659382094003078, 125.21588248080471 -8.659480855085993, 125.21598285018966 -8.659564051591651, 125.21616222995445 -8.659517357859865, 125.21628600259017 -8.659515749557828, 125.21636704964803 -8.659575114436702, 125.2164750397347 -8.659724544972963, 125.21658034679541 -8.659830070005487, 125.21671582105647 -8.659786059299593, 125.21677819213518 -8.659676242939145, 125.21675114390432 -8.659448019994818, 125.21667535769608 -8.659338308836503, 125.21664916621734 -8.659241050853497, 125.21668008496758 -8.65908432278947, 125.2168743905294 -8.658755625258074, 125.21697723253598 -8.65860641269358, 125.21715178739464 -8.658188401054772, 125.21659346902112 -8.65817368566205, 125.2163546191753 -8.658163269164831)))"
1941,"MULTIPOLYGON (((125.2077687040002 -8.656723393093706, 125.20774875000001 -8.656608380000005, 125.20775768 -8.656533959999996, 125.20775048 -8.656489969999997, 125.20774475209656 -8.655986169632127, 125.20785444852456 -8.655943637643539, 125.2080772037113 -8.655881493211833, 125.20854126653046 -8.655770985207583, 125.208775976254 -8.656575278222506, 125.20829417353688 -8.656588687991167, 125.20788362415372 -8.656699510974677, 125.2077687040002 -8.656723393093706)))"
1942,"MULTIPOLYGON (((125.21076833097835 -8.654296273866022, 125.20934652518548 -8.653362995919192, 125.20929964642812 -8.653557536849766, 125.2099646870999 -8.654585889176651, 125.21076833097835 -8.654296273866022)))"
1943,"MULTIPOLYGON (((125.21163254578015 -8.651322760226108, 125.21175387917542 -8.65142498089231, 125.21174085823317 -8.651579972652748, 125.21147588976456 -8.651619515209548, 125.21122054918817 -8.651442429366288, 125.21141370186719 -8.651221369940473, 125.2115209083108 -8.65118030268995, 125.21163254578015 -8.651322760226108)))"
1944,"MULTIPOLYGON (((125.21468175041916 -8.651773889926114, 125.21413943215596 -8.6510672765616, 125.2141488819679 -8.650825515434073, 125.21507001579776 -8.651418420293982, 125.21468175041916 -8.651773889926114)))"
1945,"MULTIPOLYGON (((125.21592232927578 -8.658312226995045, 125.21591477004358 -8.658587366058287, 125.21620578145804 -8.65860514256237, 125.21624928570724 -8.65853782920931, 125.21628349220863 -8.658414715484069, 125.21622918129476 -8.658331368251938, 125.21608527987738 -8.65827107276968, 125.21592232927578 -8.658312226995045)))"
1946,"MULTIPOLYGON (((125.21474983484224 -8.65801723441288, 125.21441482056143 -8.658145585334971, 125.21446954457143 -8.657756782191868, 125.21465203917683 -8.657331460269278, 125.21476885413848 -8.657256610311178, 125.21482364133426 -8.657545009377099, 125.21474983484224 -8.65801723441288)))"
1947,"MULTIPOLYGON (((125.21358045220268 -8.657234760508764, 125.21356029917499 -8.65752858602517, 125.21310579833496 -8.657630847634211, 125.21309664607375 -8.657357047053553, 125.21358045220268 -8.657234760508764)))"
1948,"MULTIPOLYGON (((125.21177757010021 -8.655990231753986, 125.21188690936008 -8.655663782352962, 125.21212071733311 -8.655408849262663, 125.21268035268169 -8.655139832760854, 125.21287143319252 -8.655784445806217, 125.21249522792394 -8.656143464644352, 125.21177757010021 -8.655990231753986)))"
1949,"MULTIPOLYGON (((125.2090806636751 -8.661762551248684, 125.20845404712713 -8.662186306389616, 125.20835776621507 -8.662123796156324, 125.20827783693666 -8.662028806112179, 125.2089100063399 -8.6615933905753, 125.2090806636751 -8.661762551248684)))"
1950,"MULTIPOLYGON (((125.19632960999999 -8.657015519999998, 125.19638651999999 -8.65712655999999, 125.19648497000001 -8.657044479999987, 125.19654412999998 -8.657024269999997, 125.19662520000001 -8.657004260000008, 125.19672803 -8.656995089999993, 125.19698230999998 -8.657029309999992, 125.19730529 -8.656742120000006, 125.19729614000002 -8.656719539999989, 125.19729725000002 -8.656699120000008, 125.19726340000001 -8.65667625, 125.19721343999998 -8.656612850000005, 125.19695514 -8.656837350000004, 125.19689844 -8.656863420000006, 125.19679559060363 -8.656742072374026, 125.19708706758267 -8.656505383470284, 125.19698953215843 -8.656409731595256, 125.196423657864 -8.656887785578837, 125.19642607518708 -8.65695176420343, 125.19632960999999 -8.657015519999998)))"
1951,"MULTIPOLYGON (((125.19479795033675 -8.659323809498861, 125.19470596376955 -8.659236155190598, 125.1946857536349 -8.659118609800736, 125.19476693762377 -8.65908130203032, 125.19493694661664 -8.659050240253007, 125.1953485094969 -8.658966187718683, 125.19548871 -8.658996300000004, 125.19571354725903 -8.659345826757681, 125.19587204380367 -8.659594778259558, 125.195869389672 -8.659838068998546, 125.19571606261856 -8.65980322317243, 125.19543203560896 -8.659695801880789, 125.19479795033675 -8.659323809498861)))"
1952,"MULTIPOLYGON (((125.19305206398285 -8.661605383090395, 125.19300049679899 -8.661684499863975, 125.19294819606019 -8.661714856523655, 125.19277128408133 -8.661872725387344, 125.19262761000282 -8.661740943806596, 125.19291556917436 -8.661621076356557, 125.19305206398285 -8.661605383090395)))"
1953,"MULTIPOLYGON (((125.19821514999998 -8.662938219999994, 125.19833839436163 -8.662946004431216, 125.19842508004612 -8.66240881376356, 125.19828437554939 -8.662398556838118, 125.19821514999998 -8.662938219999994)))"
1954,"MULTIPOLYGON (((125.20348450064199 -8.661764022677696, 125.20384492974308 -8.661523546729963, 125.20400450259928 -8.661273640212368, 125.2044703587973 -8.661599111550458, 125.20430457152933 -8.661840806328275, 125.20455891755881 -8.662074507270566, 125.20461407329115 -8.662446035151266, 125.20440001198651 -8.662478884372296, 125.20418361971203 -8.66244892445292, 125.20348450064199 -8.661764022677696)))"
1955,"MULTIPOLYGON (((125.21135015575318 -8.65896217425726, 125.21153948295286 -8.658400127342253, 125.21208598185906 -8.658641567987798, 125.21220416408526 -8.658010817514354, 125.21262652631277 -8.657976288756393, 125.21229920540667 -8.6587884343354, 125.21218280095873 -8.658719698008097, 125.21208345188121 -8.659045620375782, 125.21135015575318 -8.65896217425726)))"
1956,"MULTIPOLYGON (((125.19337457714832 -8.660011821551294, 125.19264585286938 -8.660117019351178, 125.1924765706316 -8.660087607990345, 125.19245118268974 -8.660619788476058, 125.19227869647723 -8.66106899659547, 125.19212639437593 -8.661387460129973, 125.19182175754405 -8.661682868075243, 125.1917157863887 -8.661820458172674, 125.19173092450755 -8.661935135110813, 125.19184486470547 -8.662003205398209, 125.19201803863204 -8.662015507697975, 125.19220065508165 -8.662067053570128, 125.19234573903339 -8.66210064513864, 125.19258999343435 -8.662046025853298, 125.19252068811363 -8.661858464577717, 125.1926806407348 -8.66163245789652, 125.19304562777369 -8.661558602527421, 125.19310838463262 -8.661482464148175, 125.19315798767308 -8.661473445452527, 125.19326313490427 -8.661539479887283, 125.19343390460811 -8.661602179356942, 125.19355631299472 -8.661653681637114, 125.19371018991325 -8.661689309058275, 125.19384338352732 -8.661794262287271, 125.19413550009943 -8.661973068583466, 125.19421056509516 -8.66200897719077, 125.19409448222635 -8.661630055695383, 125.1941112246015 -8.661397691632146, 125.19409002251673 -8.661249185531341, 125.19411352200602 -8.661027650287494, 125.1940010552885 -8.66079316318765, 125.19397144591092 -8.660339440810482, 125.19398856619432 -8.660265497303778, 125.19337457714832 -8.660011821551294)))"
1957,"MULTIPOLYGON (((125.19743227835995 -8.656550055303043, 125.19725528061292 -8.656547859272786, 125.19709881404047 -8.656497931805434, 125.19696621251101 -8.656352892539672, 125.19693121910683 -8.656275097502787, 125.19707142039042 -8.656117723733411, 125.19753943365447 -8.656502063717268, 125.19743227835995 -8.656550055303043)))"
1958,"MULTIPOLYGON (((125.19634014090484 -8.656975586952441, 125.19642335296305 -8.656792803342302, 125.19661603409979 -8.656588972295424, 125.19694177748431 -8.656201854292513, 125.19678286579494 -8.656079483278441, 125.19648349290301 -8.656494839435565, 125.19628286623242 -8.65635895907222, 125.19619764261515 -8.656496219772915, 125.19623697047474 -8.656604681374999, 125.19609970314664 -8.656705588176989, 125.19603156956099 -8.656658705517284, 125.19598848063598 -8.656847420504782, 125.1960552009811 -8.656864899929111, 125.19634014090484 -8.656975586952441)))"
1959,"MULTIPOLYGON (((125.2132840064146 -8.653030128673304, 125.21315321418028 -8.652387499686471, 125.2146107857354 -8.65240664738672, 125.2132840064146 -8.653030128673304)))"
1960,"MULTIPOLYGON (((125.21254061137405 -8.652152748930481, 125.21276399789748 -8.651888704490672, 125.21253459421223 -8.651709074584153, 125.21230993108593 -8.651710761353055, 125.21222766822432 -8.65188799318596, 125.21254061137405 -8.652152748930481)))"
1961,"MULTIPOLYGON (((125.21311901333331 -8.65894677666667, 125.21311876444445 -8.658942938888892, 125.21287784839143 -8.658711413420786, 125.21309256619197 -8.658538971172135, 125.21324923922302 -8.65871023290232, 125.21311901333331 -8.65894677666667)))"
1962,"MULTIPOLYGON (((125.19633781777243 -8.655569401650906, 125.19629114268224 -8.655913482460871, 125.19618775287705 -8.655923271907113, 125.19614177476163 -8.655961261707564, 125.19603193610062 -8.655868114504887, 125.19603621491748 -8.655798952667608, 125.19602729986966 -8.655751815494414, 125.19557950375436 -8.655466535189996, 125.19572222672271 -8.654851130466069, 125.19641779687414 -8.654979809343857, 125.19649493450078 -8.655103794581219, 125.19633781777243 -8.655569401650906)))"
1963,"MULTIPOLYGON (((125.19690568393136 -8.655959699066571, 125.19704308646382 -8.655900219689476, 125.19729544882969 -8.65582467047626, 125.19764267650231 -8.655715260040779, 125.19772815201007 -8.656094801335211, 125.19751041603104 -8.656303649054877, 125.19741021979814 -8.656382723437556, 125.19690568393136 -8.655959699066571)))"
1964,"MULTIPOLYGON (((125.21189664056698 -8.659105667477279, 125.21159495448725 -8.659198042010491, 125.21123286633089 -8.659240607251101, 125.21115700874054 -8.659340620726145, 125.21142371134063 -8.659542907633792, 125.21174665261474 -8.659501459919673, 125.21211605118333 -8.659434694459092, 125.21211320847931 -8.659137252135217, 125.21189664056698 -8.659105667477279)))"
1965,"MULTIPOLYGON (((125.19796407918051 -8.659278770584848, 125.19809646039297 -8.659905279936716, 125.1984053347526 -8.660331338980479, 125.19873274501725 -8.6606024547349, 125.19934879472227 -8.660780204169003, 125.19975585242943 -8.660639223825468, 125.20022588340018 -8.660189287766356, 125.2003020514585 -8.659854185318979, 125.19983345925675 -8.659666078666802, 125.19966001594891 -8.659583045175587, 125.19975619600777 -8.65916197867397, 125.20022421741496 -8.659160266298906, 125.2002462175879 -8.65880908672083, 125.19909193815187 -8.659123642278436, 125.19847972113183 -8.659151541496977, 125.19822588630441 -8.659210374854947, 125.19796407918051 -8.659278770584848)))"
1966,"MULTIPOLYGON (((125.1982993142506 -8.657811041912947, 125.19830753342335 -8.657914794249566, 125.19849278586686 -8.657964438079839, 125.19857811307213 -8.65808227806072, 125.19856845389371 -8.658264979105274, 125.19839624026916 -8.658494737226984, 125.19780854125455 -8.658180246823918, 125.19773567358706 -8.657984074797662, 125.19788079226949 -8.657724009388899, 125.1982659868887 -8.657795506779848, 125.1982993142506 -8.657811041912947)))"
1967,"MULTIPOLYGON (((125.19693282645355 -8.657378300159023, 125.19676139913442 -8.657445117932832, 125.1966100613315 -8.657507859963054, 125.1965852092216 -8.65782895678091, 125.19670497778151 -8.657975005758948, 125.19690059208861 -8.657943920850155, 125.19748418660502 -8.65826142174197, 125.19754388902788 -8.65829061647342, 125.19777294543944 -8.658215453843326, 125.19772294407466 -8.657979615727388, 125.19781835740672 -8.657768164866399, 125.1977000322254 -8.65768086532111, 125.19753820270455 -8.65747803667611, 125.19734948215184 -8.657554959788941, 125.19732964325524 -8.657605599940522, 125.19730248977686 -8.65760362726232, 125.19728012448829 -8.657317902932887, 125.19709314787359 -8.657326481712664, 125.19693282645355 -8.657378300159023)))"
1968,"MULTIPOLYGON (((125.19362226525796 -8.655220789702367, 125.1932690543814 -8.655582084716318, 125.19276465618847 -8.655120434527694, 125.19255552571727 -8.655323096595078, 125.19198769455944 -8.654802527392619, 125.1921692352967 -8.654512548026991, 125.19239938671292 -8.654200806772987, 125.19258048902957 -8.654348458048407, 125.19267565554954 -8.654230889765447, 125.1937081166027 -8.655109557566183, 125.19362226525796 -8.655220789702367)))"
1969,"MULTIPOLYGON (((125.19546196690268 -8.658345080566775, 125.19511652636938 -8.658533674299388, 125.19464355321834 -8.65845033689678, 125.19451238985135 -8.658217655494525, 125.19458792521849 -8.65777028954095, 125.1949262077242 -8.657652867739122, 125.19515398384158 -8.657958428626902, 125.19513124428612 -8.658036499792663, 125.19525092151933 -8.658140676448843, 125.19546196690268 -8.658345080566775)))"
1970,"MULTIPOLYGON (((125.21155107758894 -8.654348507237039, 125.21115283571318 -8.65282500378326, 125.21068725389426 -8.652961222913707, 125.21080212259608 -8.654608302515875, 125.21155107758894 -8.654348507237039)))"
1971,"MULTIPOLYGON (((125.21233249362581 -8.65199675978204, 125.211953881524 -8.651707998696176, 125.21169211470125 -8.65196523433246, 125.21179871337031 -8.652119319194053, 125.21192008983587 -8.652146313457168, 125.21210579980142 -8.65221084368472, 125.21233249362581 -8.65199675978204)))"
1972,"MULTIPOLYGON (((125.19526746293657 -8.653620680775013, 125.19535620714136 -8.65368544007429, 125.19544395729014 -8.653729876334321, 125.19530402343855 -8.65406085052039, 125.19500845524422 -8.654013589958291, 125.19526746293657 -8.653620680775013)))"
1973,"MULTIPOLYGON (((125.19415024643263 -8.654128144209094, 125.19462796450445 -8.653446182420138, 125.19485714441679 -8.65359292206404, 125.19477331642564 -8.653820241801398, 125.19470529283502 -8.653960166816573, 125.19456118661363 -8.65411822241722, 125.19444962121335 -8.65430261997375, 125.19415024643263 -8.654128144209094)))"
1974,"MULTIPOLYGON (((125.19484530850592 -8.653677884042052, 125.19486324001782 -8.653747399498123, 125.19496500430577 -8.65387095012147, 125.19496995451527 -8.653629160169096, 125.19484530850592 -8.653677884042052)))"
1975,"MULTIPOLYGON (((125.32438524720696 -8.645438405995701, 125.32413645288932 -8.645689677959398, 125.32364828925321 -8.64594093800772, 125.32300122320535 -8.646099193045652, 125.32277852565636 -8.645771274942826, 125.324270572616 -8.644210054237476, 125.32519282830663 -8.644826296161927, 125.32438524720696 -8.645438405995701)))"
1976,"MULTIPOLYGON (((125.32626655 -8.646713059999994, 125.32663359 -8.64650202, 125.32687874 -8.646351090000001, 125.32692281000001 -8.646310200000007, 125.3269719 -8.646303020000003, 125.32694477159367 -8.646177186261754, 125.32709164025938 -8.646114294636455, 125.32722894801108 -8.645953700062242, 125.32756462177404 -8.645896858885576, 125.32778216170207 -8.646022195961482, 125.32785636947413 -8.646410021599223, 125.32777239243372 -8.646619781890218, 125.32706382382227 -8.646930651418403, 125.32620068504094 -8.64700231920725, 125.32626655 -8.646713059999994)))"
1977,"MULTIPOLYGON (((125.3152549934903 -8.626202805526562, 125.31566890997114 -8.62580167324222, 125.31597831151107 -8.626137854419515, 125.31591197101852 -8.626787076827195, 125.3152549934903 -8.626202805526562)))"
1978,"MULTIPOLYGON (((125.30935515999998 -8.647447559999993, 125.30921196 -8.647585839999994, 125.30918128999998 -8.647627869999994, 125.30899781 -8.647803759999997, 125.30870804838408 -8.647603222253105, 125.30888623827923 -8.647463088778322, 125.30912688996845 -8.64733902848012, 125.30935515999998 -8.647447559999993)))"
1979,"MULTIPOLYGON (((125.31182054255517 -8.65502952582368, 125.31142882997001 -8.654688806663094, 125.31116061092554 -8.653491548082506, 125.31089969680735 -8.653172099076215, 125.31120628873668 -8.653063095271948, 125.3114095186376 -8.652803329343515, 125.3116352164691 -8.652741616914225, 125.3120450121195 -8.652905760623728, 125.3127707525317 -8.653757242969691, 125.31268773096203 -8.653861116384093, 125.31257370678794 -8.654089815302948, 125.31240297156955 -8.654287321970891, 125.31182054255517 -8.65502952582368)))"
1980,"MULTIPOLYGON (((125.32042232724565 -8.633838072168443, 125.32020040071805 -8.63353170769438, 125.3201797487333 -8.633271098188949, 125.32033324996469 -8.633015179923346, 125.32066723610673 -8.633085212568673, 125.32103777170003 -8.633231918500455, 125.32136365050454 -8.633434645363437, 125.32112766275289 -8.633874896023027, 125.32103375270552 -8.634014389671316, 125.32042232724565 -8.633838072168443)))"
1981,"MULTIPOLYGON (((125.323890227522 -8.651645291194045, 125.32407356014531 -8.6513629184977, 125.3245021127039 -8.650900197641997, 125.32468120886047 -8.650726604530083, 125.3249276807985 -8.650965069417863, 125.32500663042234 -8.651481583188586, 125.3247381172074 -8.651928857696738, 125.32451879647915 -8.652141772763978, 125.32444236543604 -8.651800162356363, 125.32425390830468 -8.651608138432945, 125.32396022380584 -8.651694119719178, 125.323890227522 -8.651645291194045)))"
