external_id,ph,rainfall_mm,temperature_celsius,elevation_m,area_ha,longitude,latitude,soil_texture_id,coastal,slope,riparian,nitrogen_fixing,shade_tolerant,bank_stabilising
721,8.2,2021,25,227,2.46,126.66507,-8.64764,3,False,10.19,False,False,False,False
722,8.2,1821,25,186,0.65,126.70182,-8.65837,3,False,11.51,False,False,False,False
723,7.9,1513,27,114,0.85,126.76051,-8.45766,4,False,4.61,False,False,False,False
724,7.4,1880,25,283,0.1,126.52178,-8.7134,8,False,6.97,False,False,False,False
725,6.0,2101,22,793,0.3,126.61554,-8.70109,5,False,14.55,False,False,False,False
726,7.8,1380,25,396,3.34,127.0246,-8.49386,12,False,2.41,False,False,False,False
727,8.2,2034,25,350,0.27,126.68663,-8.67997,3,False,13.46,False,False,False,False
728,6.0,2383,22,888,0.37,126.6173,-8.69734,5,False,5.51,False,False,False,False
729,7.8,1380,25,396,6.69,127.02567,-8.49396,12,False,1.89,False,False,False,False
730,6.8,2467,23,744,0.87,126.56132,-8.61304,10,False,9.88,False,False,False,False
731,7.0,2467,23,853,0.015,126.58966,-8.60438,12,False,9.11,False,False,False,False
732,8.2,2034,25,375,0.39,126.65872,-8.65537,3,False,12.38,False,False,False,False
733,7.1,1573,25,125,1.14,126.48793,-8.83016,4,False,6.97,False,False,False,False
734,8.2,1965,24,403,1.58,126.52286,-8.62693,3,False,10.12,False,False,False,False
735,5.9,2383,22,749,0.58,126.62852,-8.67561,3,False,13.5,False,False,False,False
736,6.0,2383,22,813,0.38,126.62338,-8.68853,5,False,20.7,False,False,False,False
737,6.2,2383,22,820,1.63,126.63022,-8.69217,12,False,17.91,False,False,False,False
738,8.2,2383,22,793,0.23,126.62337,-8.66859,3,False,8.45,False,False,False,False
739,7.9,1513,26,114,1.76,126.75713,-8.46049,4,False,5.55,False,False,False,False
740,7.8,1438,25,405,2.09,127.00528,-8.54732,12,False,2.31,False,False,False,False
741,7.9,1493,26,22,6.29,126.5148,-8.84585,8,True,4.12,False,False,False,False
742,7.22308649876205,1493,26,125,0.35,126.52245,-8.81142,12,False,4.8,False,False,False,False
743,7.1,1513,27,177,0.65,126.76019,-8.46861,12,False,7.16,False,False,False,False
744,7.1,1513,25,347,9.2,126.77187,-8.49275,12,False,14.23,False,False,False,False
745,6.5,1586,24,437,0.64,126.88896,-8.59292,10,False,8.03,False,False,False,False
746,7.1,1513,25,386,3.36,126.77306,-8.49084,12,False,11.99,False,False,False,False
747,7.8,1480,24,408,3.21,127.00573,-8.54909,12,False,1.82,False,False,False,False
748,8.2,1821,26,124,0.89,126.71589,-8.68903,3,False,9.08,False,False,False,False
749,8.2,2021,25,230,0.023,126.66713,-8.6516,3,False,6.62,False,False,False,False
750,7.1,1513,25,397,1.4,126.77064,-8.48262,12,False,16.28,False,False,False,False
751,8.2,1482,26,23,0.57,126.47678,-8.9426,3,True,3.75,False,False,False,False
752,8.2,1965,24,601,2.79,126.53802,-8.63578,3,False,7.05,False,False,False,False
753,8.2,2383,22,676,0.85,126.6324,-8.67411,3,False,9.95,False,False,False,False
754,6.5,1490,24,319,0.55,126.90571,-8.54763,10,False,7.94,False,False,False,False
755,6.5,1490,25,314,2.4,126.8981,-8.59498,10,False,18.0,True,False,False,False
756,8.2,2021,25,196,1.71,126.66389,-8.64279,3,False,9.61,False,False,False,False
757,7.2,1573,25,125,0.005,126.49209,-8.84247,12,False,9.87,False,False,False,False
758,8.2,1482,26,22,0.25,126.49174,-8.93162,3,True,3.63,False,False,False,False
759,8.2,2034,25,359,0.11,126.69387,-8.67558,3,False,20.73,False,False,False,False
760,7.1,1513,25,411,0.31,126.77867,-8.48767,12,False,6.35,False,False,False,False
761,6.5,1648,24,470,3.6,126.88172,-8.61531,8,False,9.66,False,False,False,False
762,6.0,1586,24,510,0.45,126.88932,-8.59842,3,False,12.17,False,False,False,False
763,7.0,1880,25,215,0.79,126.50334,-8.73505,12,False,9.51,False,False,False,False
764,7.8,1408,24,354,0.47,126.90419,-8.5458,4,False,9.52,False,False,False,False
765,7.9,1468,26,22,0.9,126.50682,-8.88392,12,True,1.73,False,False,False,False
766,7.0,1493,26,22,0.04,126.52458,-8.84306,8,True,2.58,False,False,False,False
767,8.2,2021,25,164,1.79,126.66875,-8.64704,3,False,7.73,False,False,False,False
768,6.8,1923,24,691,2.9,126.56603,-8.59707,10,False,11.88,False,False,False,False
769,7.4,1923,25,441,45.7,126.58182,-8.58579,8,False,10.52,True,False,False,False
770,7.1,1513,25,415,1.55,126.77712,-8.48423,12,False,10.67,False,False,False,False
771,6.5,2554,24,396,0.31,126.64978,-8.64924,8,False,10.49,False,False,False,False
772,7.1,1513,25,369,0.74,126.78139,-8.48445,12,False,18.36,False,False,False,False
773,7.4,1493,26,140,0.05,126.52135,-8.80109,8,False,6.14,False,False,False,False
774,8.2,2467,22,824,2.14,126.54733,-8.65227,3,False,10.29,False,False,False,False
775,7.1,1513,25,418,0.91,126.77856,-8.48714,12,False,9.87,False,False,False,False
776,7.1,1513,25,449,1.13,126.77661,-8.48644,12,False,10.27,False,False,False,False
777,7.1,1513,25,436,0.86,126.77625,-8.48508,12,False,10.76,False,False,False,False
778,6.5,2034,25,359,0.94,126.66351,-8.65989,8,False,8.36,False,False,False,False
779,8.2,1821,26,124,0.58,126.71669,-8.69013,3,False,7.86,False,False,False,False
780,5.9,2383,22,750,0.22,126.62842,-8.67527,3,False,12.25,False,False,False,False
781,6.8,1923,24,657,0.03,126.5732,-8.59681,10,False,10.04,False,False,False,False
782,8.2,2034,25,338,2.61,126.6968,-8.67754,3,False,12.22,False,False,False,False
783,7.8,1438,25,406,3.26,127.00712,-8.54784,12,False,2.12,False,False,False,False
784,7.0,2153,23,607,0.23,126.60076,-8.58408,12,False,7.0,False,False,False,False
785,7.0,2467,23,727,0.006,126.58498,-8.60594,12,False,13.33,False,False,False,False
786,7.8,1380,25,397,4.29,127.00918,-8.45148,12,False,2.02,False,False,False,False
787,7.4,1488,26,398,0.29,126.56802,-8.54604,8,False,15.82,False,False,False,False
788,7.4,1529,26,413,0.83,126.70821,-8.48559,8,False,15.49,False,False,False,False
789,8.2,2468,22,633,1.41,126.63446,-8.65395,3,False,9.61,True,False,False,False
790,7.1,1573,25,125,3.03,126.49014,-8.8349,4,False,5.93,False,False,False,False
791,8.051030170472497,1468,26,125,0.33,126.50325,-8.8543,3,False,2.81,False,False,False,False
792,6.5,1586,25,377,0.31,126.89493,-8.54892,10,False,9.04,False,False,False,False
793,8.2,1821,25,124,0.78,126.71559,-8.69046,3,False,7.19,True,False,False,False
794,6.2,2153,22,1254,0.12,126.61871,-8.59655,12,False,8.3,False,False,False,False
795,6.7,1380,25,397,2.32,127.03076,-8.47951,12,False,2.41,False,False,False,False
796,6.5,1586,24,332,4.34,126.88156,-8.58595,10,False,7.87,False,False,False,False
797,6.2,1959,24,691,0.008,126.67979,-8.54734,12,False,18.46,False,False,False,False
798,7.4,1923,24,627,0.22,126.5965,-8.59017,8,False,13.33,False,False,False,False
799,6.5,2034,25,430,0.04,126.65491,-8.66017,8,False,16.96,False,False,False,False
800,7.4,1923,24,635,0.75,126.59754,-8.58851,8,False,9.68,False,False,False,False
801,6.7,1385,25,432,0.2,126.9723,-8.50642,12,False,2.76,False,False,False,False
802,7.8,1396,25,397,0.86,127.01313,-8.5158,12,False,2.26,False,False,False,False
803,6.2,2383,21,845,0.25,126.62224,-8.6754,12,False,21.07,False,False,False,False
804,7.9,1513,27,114,0.7,126.75866,-8.45731,4,False,2.0,True,False,False,False
805,8.2,2383,23,745,0.83,126.62649,-8.66908,3,False,9.91,False,False,False,False
806,6.7,1371,25,408,1.11,127.00846,-8.43519,12,False,3.29,False,False,False,False
807,8.2,2034,25,309,0.76,126.69408,-8.67394,3,False,7.88,False,False,False,False
808,8.2,2034,25,282,0.82,126.69119,-8.66726,3,False,10.67,False,False,False,False
809,8.2,1965,23,727,0.5,126.54256,-8.64475,3,False,10.67,False,False,False,False
810,8.2,2383,23,694,0.16,126.63019,-8.66249,3,False,14.63,False,False,False,False
811,7.4,1880,25,125,0.35,126.53827,-8.73976,8,False,11.4,False,False,False,False
812,6.5,1586,25,329,0.097,126.88726,-8.56414,10,False,6.07,False,False,False,False
813,7.1,1513,25,337,10.36,126.78183,-8.47109,12,False,16.27,False,False,False,False
814,7.0,1517,25,496,8.07,126.69507,-8.47567,8,False,6.7,False,False,False,False
815,6.8,2467,23,790,1.11,126.56256,-8.61885,10,False,10.7,False,False,False,False
816,7.4,1648,24,445,1.58,126.8617,-8.60681,8,False,7.06,False,False,False,False
817,6.7,1426,25,412,2.7,127.00207,-8.54748,12,False,2.56,False,False,False,False
818,7.0,1923,24,468,0.004,126.59239,-8.58288,12,False,15.93,False,False,False,False
819,7.8,1380,25,396,9.33,127.03919,-8.4947,12,False,1.85,True,False,False,False
820,7.8,1396,25,397,2.39,127.02138,-8.50547,12,False,2.83,False,False,False,False
821,7.4,1923,24,472,1.66,126.5648,-8.58363,8,False,10.49,False,False,False,False
822,7.0,2467,21,962,0.83,126.59134,-8.60998,12,False,9.74,False,False,False,False
823,8.2,2383,24,526,4.29,126.64702,-8.65908,3,False,6.08,False,False,False,False
824,6.8,1923,25,527,0.17,126.57555,-8.58464,10,False,11.34,False,False,False,False
825,8.2,2209,24,463,0.85,126.65355,-8.66343,3,False,7.73,False,False,False,False
826,6.5,2034,25,429,0.56,126.65558,-8.65885,8,False,14.01,False,False,False,False
827,8.2,2383,22,685,0.84,126.63347,-8.65727,3,False,8.55,False,False,False,False
828,8.2,1821,26,143,2.08,126.71547,-8.68736,3,False,6.43,False,False,False,False
829,7.1,1513,26,211,0.32,126.76244,-8.47303,12,False,8.92,False,False,False,False
830,7.1,1513,26,222,1.5,126.76277,-8.47217,12,False,17.01,False,False,False,False
831,7.9,1513,26,114,0.82,126.75815,-8.45987,4,False,6.67,False,False,False,False
832,8.2,2021,25,148,3.08,126.66916,-8.64607,3,False,7.23,True,False,False,False
833,7.0,1923,26,280,0.07,126.59235,-8.56205,12,False,11.96,False,False,False,False
834,7.8,1380,25,396,2.37,127.03688,-8.49404,12,False,1.84,False,False,False,False
835,7.8,1380,25,397,1.51,127.00971,-8.48924,12,False,1.97,False,False,False,False
836,6.8,2467,23,888,2.46,126.56836,-8.60567,10,False,17.27,False,False,False,False
837,6.9,2011,23,747,1.07,126.7378,-8.56848,3,False,29.73,False,False,False,False
838,7.4,2034,25,204,0.1,126.5677,-8.74948,8,False,9.19,False,False,False,False
839,7.4,1699,24,529,15.63,126.54228,-8.5877,8,False,10.23,False,False,False,False
840,8.2,1821,26,124,1.36,126.72401,-8.67075,3,False,6.04,True,False,False,False
841,7.9,1513,27,114,0.58,126.7625,-8.45114,4,False,4.92,False,False,False,False
842,7.4,1488,26,367,0.09,126.56266,-8.54024,8,False,13.75,False,False,False,False
843,6.8,2467,23,930,0.28,126.56931,-8.615,10,False,25.04,False,False,False,False
844,8.2,2021,25,270,3.02,126.66107,-8.64866,3,False,10.86,False,False,False,False
845,7.2,1493,26,125,1.3,126.5035,-8.84467,12,False,6.22,False,False,False,False
846,6.7,1482,26,125,4.87,126.47749,-8.92908,12,False,8.08,False,False,False,False
847,7.9,1573,25,125,4.91,126.49702,-8.83516,8,False,4.49,False,False,False,False
848,7.4,1880,25,204,1.47,126.53131,-8.72198,8,False,13.09,False,False,False,False
849,7.8,1414,25,415,23.59,126.97801,-8.50047,12,False,2.18,False,False,False,False
850,7.0,2467,23,873,0.63,126.58874,-8.60832,12,False,12.19,False,False,False,False
851,7.8,1380,25,397,1.47,127.00737,-8.48988,12,False,1.19,False,False,False,False
852,6.8,1923,24,717,0.09,126.57124,-8.5989,10,False,17.49,False,False,False,False
853,7.4,1923,25,486,0.037,126.57167,-8.57602,8,False,16.55,False,False,False,False
854,7.9,1513,27,114,0.85,126.75943,-8.45592,4,False,3.97,True,False,False,False
855,6.8,2467,23,687,0.39,126.55834,-8.60913,10,False,8.45,False,False,False,False
856,8.2,1468,26,22,0.47,126.51308,-8.85441,3,True,1.96,False,False,False,False
857,6.2,1694,25,551,0.22,126.68828,-8.52424,12,False,16.7,False,False,False,False
858,8.2,2021,25,302,1.91,126.65913,-8.64983,3,False,10.65,False,False,False,False
859,7.2,1573,25,125,0.79,126.49544,-8.83702,12,False,7.54,False,False,False,False
860,6.8,2467,23,753,1.91,126.5595,-8.61806,10,False,19.89,False,False,False,False
861,6.5,2034,25,410,0.42,126.65383,-8.65537,8,False,8.72,False,False,False,False
862,6.8,1923,24,746,0.89,126.56937,-8.59934,10,False,10.67,False,False,False,False
863,6.8,2467,23,772,0.68,126.56229,-8.61725,10,False,11.09,False,False,False,False
864,8.2,2554,24,357,1.37,126.64728,-8.64658,3,False,10.11,True,False,False,False
865,7.9,1490,24,387,0.8,126.9428,-8.55183,12,False,12.23,False,False,False,False
866,6.2,1694,25,613,0.06,126.68467,-8.52676,12,False,15.32,False,False,False,False
867,7.4,1923,24,567,5.17,126.55762,-8.59145,8,False,12.37,True,False,False,False
868,7.8,1443,25,431,0.41,126.96297,-8.50168,12,False,2.43,False,False,False,False
869,8.2,1482,26,22,4.91,126.4787,-8.94132,3,True,7.39,False,False,False,False
870,6.8,2467,23,795,0.036,126.57098,-8.60163,10,False,15.79,False,False,False,False
871,6.7,1371,25,410,3.62,127.00836,-8.43796,12,False,2.51,False,False,False,False
872,6.8,1923,24,718,0.06,126.57535,-8.5999,10,False,18.24,False,False,False,False
873,6.2,1694,25,646,0.86,126.68336,-8.52619,12,False,15.89,False,False,False,False
874,7.1,1513,25,411,1.07,126.77624,-8.4819,12,False,6.36,False,False,False,False
875,6.0,1648,24,538,11.6,126.87488,-8.60577,3,False,8.32,False,False,False,False
876,6.7,1380,25,397,12.71,127.01961,-8.45915,12,False,1.87,False,False,False,False
877,7.4,1923,24,578,0.49,126.58069,-8.59542,8,False,7.37,False,False,False,False
878,7.8,1443,25,446,0.49,126.95867,-8.49783,12,False,3.97,False,False,False,False
879,6.0,1586,24,490,1.72,126.88972,-8.59769,3,False,15.37,False,False,False,False
880,7.0,2467,23,795,0.25,126.58902,-8.60158,12,False,13.25,False,False,False,False
881,6.5,1586,25,337,0.74,126.89079,-8.55244,10,False,10.6,False,False,False,False
882,8.2,2383,22,684,0.07,126.63309,-8.66029,3,False,6.21,False,False,False,False
883,7.4,1488,26,375,0.16,126.56311,-8.54009,8,False,7.3,False,False,False,False
884,6.2,1694,25,553,0.13,126.68797,-8.52377,12,False,13.01,False,False,False,False
885,6.8,1923,25,544,0.057,126.573,-8.58746,10,False,10.77,False,False,False,False
886,6.8,2467,23,806,0.13,126.56576,-8.60251,10,False,12.56,False,False,False,False
887,5.9,2383,21,778,0.84,126.62449,-8.67724,3,False,9.56,False,False,False,False
888,8.2,1821,26,124,0.39,126.71623,-8.69004,3,False,6.45,False,False,False,False
889,8.2,2034,25,280,2.62,126.68287,-8.69481,3,False,14.27,False,False,False,False
890,6.2,2153,22,1217,0.23,126.6118,-8.59648,12,False,22.32,False,False,False,False
891,8.2,2034,25,381,1.09,126.66341,-8.66197,3,False,7.18,False,False,False,False
892,6.0,2383,22,831,0.05,126.60574,-8.69536,5,False,9.19,False,False,False,False
893,6.2,1694,25,603,0.69,126.68379,-8.52494,12,False,18.92,False,False,False,False
894,7.1,1513,25,410,0.3,126.77687,-8.48296,12,False,5.03,False,False,False,False
895,6.5,1586,24,409,0.97,126.88167,-8.57466,10,False,9.54,False,False,False,False
896,6.0,1648,24,572,1.46,126.87216,-8.60948,3,False,5.54,False,False,False,False
897,6.8,2467,23,779,1.04,126.56216,-8.61975,10,False,13.85,False,False,False,False
898,6.2,1694,25,583,0.47,126.68534,-8.52616,12,False,15.41,False,False,False,False
899,8.2,1482,26,22,1.07,126.50137,-8.91621,3,True,2.05,False,False,False,False
900,7.4,1699,24,421,14.69,126.53504,-8.58934,8,False,9.48,False,False,False,False
901,8.2,2034,25,336,3.03,126.67884,-8.69104,3,False,5.15,False,False,False,False
902,7.0,1923,25,488,1.55,126.59827,-8.57672,12,False,11.56,True,False,False,False
903,6.5,1586,24,436,2.31,126.88988,-8.59585,10,False,13.55,False,False,False,False
904,6.2,1694,25,554,0.36,126.68648,-8.52555,12,False,17.19,False,False,False,False
905,6.2,1694,25,563,0.64,126.68701,-8.527,12,False,10.0,False,False,False,False
906,7.9,1408,24,382,0.71,126.91988,-8.54067,12,False,17.66,False,False,False,False
907,7.4,1923,25,424,1.24,126.57505,-8.56888,8,False,9.28,False,False,False,False
908,7.8,1449,24,356,0.91,126.90264,-8.54719,4,False,8.13,False,False,False,False
909,7.4,1923,24,593,0.61,126.54681,-8.58183,8,False,26.38,False,False,False,False
910,6.8,2467,23,793,0.27,126.57123,-8.60126,10,False,16.91,False,False,False,False
911,8.2,2034,25,378,0.79,126.67461,-8.69152,3,False,8.77,False,False,False,False
912,7.1,1513,25,393,1.01,126.78025,-8.4869,12,False,9.1,False,False,False,False
913,7.1,1573,25,125,0.31,126.49191,-8.83626,4,False,6.43,False,False,False,False
914,6.5,1490,24,388,0.58,126.89999,-8.55107,10,False,12.89,False,False,False,False
915,6.2,1694,25,626,0.43,126.68276,-8.52439,12,False,19.3,False,False,False,False
916,7.8,1396,25,397,3.71,127.0208,-8.51056,12,False,2.26,False,False,False,False
917,6.5,1586,24,377,0.32,126.89147,-8.57804,10,False,12.99,False,False,False,False
918,7.1,1513,25,314,0.68,126.77941,-8.47332,12,False,11.9,False,False,False,False
919,8.2,2383,24,517,0.73,126.6479,-8.65794,3,False,10.73,False,False,False,False
920,7.4,1699,25,530,0.53,126.54499,-8.5807,8,False,14.97,False,False,False,False
921,6.2,1959,24,658,0.47,126.68066,-8.54768,8,False,20.06,False,False,False,False
922,8.2,2034,25,234,2.58,126.67583,-8.65579,3,False,8.7,False,False,False,False
923,8.2,1880,25,185,0.47,126.53667,-8.70969,3,False,7.99,True,False,False,False
924,8.2,2021,25,131,1.23,126.66976,-8.64494,3,False,6.19,True,False,False,False
925,8.2,2034,25,355,0.23,126.6886,-8.67774,3,False,9.93,False,False,False,False
926,7.1,1513,26,186,1.03,126.76084,-8.46936,12,False,8.79,False,False,False,False
927,7.8,1443,25,409,0.46,126.97782,-8.49063,12,False,3.02,False,False,False,False
928,7.8,1408,24,362,0.53,126.91211,-8.5395,4,False,6.01,False,False,False,False
929,6.5,1586,24,357,1.08,126.89023,-8.57477,10,False,7.13,False,False,False,False
930,6.5,1586,24,366,0.39,126.89185,-8.57646,10,False,12.33,False,False,False,False
931,8.2,2034,24,456,0.88,126.66484,-8.68649,3,False,14.92,False,False,False,False
932,6.5,1586,24,386,2.16,126.88679,-8.57585,10,False,8.06,False,False,False,False
933,7.0,1923,25,403,1.69,126.5982,-8.56876,12,False,12.74,True,False,False,False
934,6.2,1678,24,304,0.095,126.50531,-8.77178,12,False,8.19,False,False,False,False
935,6.7,1385,24,430,0.61,126.96468,-8.50559,12,False,6.46,False,False,False,False
936,6.5,1490,24,394,0.16,126.90156,-8.55038,10,False,13.6,False,False,False,False
937,6.5,1648,24,485,1.67,126.87797,-8.61336,8,False,9.93,False,False,False,False
938,7.8,1414,25,397,0.68,126.99704,-8.50314,12,False,2.9,False,False,False,False
939,7.0,2153,23,669,0.55,126.60416,-8.58704,12,False,22.1,False,False,False,False
940,6.5,1586,25,311,5.3,126.87609,-8.57257,10,False,11.0,False,False,False,False
941,6.7,1385,25,427,0.39,126.97427,-8.50776,12,False,2.22,False,False,False,False
942,7.8,1443,25,418,8.91,126.97288,-8.49703,12,False,2.28,False,False,False,False
943,8.2,2467,22,902,0.08,126.5504,-8.65163,3,False,16.61,False,False,False,False
944,7.2,1493,26,125,1.2,126.502,-8.84756,12,False,9.54,False,False,False,False
945,7.9,1408,24,451,0.74,126.93302,-8.53499,12,False,12.46,False,False,False,False
946,8.2,1821,25,287,0.28,126.70179,-8.67282,3,False,9.56,False,False,False,False
947,6.8,1923,25,516,0.64,126.57659,-8.58703,10,False,12.16,False,False,False,False
948,7.8,1408,24,392,1.2,126.9151,-8.54058,4,False,15.46,False,False,False,False
949,7.8,1380,25,397,1.94,127.02906,-8.48122,12,False,2.56,False,False,False,False
950,7.8,1408,24,365,1.1,126.91313,-8.53975,4,False,7.19,False,False,False,False
951,7.8,1408,24,363,1.23,126.90988,-8.53033,4,False,7.69,False,False,False,False
952,7.1,1513,26,180,0.67,126.7612,-8.4671,12,False,9.85,False,False,False,False
953,7.1,1513,26,216,0.81,126.76255,-8.47371,12,False,14.1,False,False,False,False
954,6.7,1385,25,427,0.3,126.97486,-8.50815,12,False,1.87,False,False,False,False
955,6.8,2467,23,752,0.12,126.5597,-8.61993,10,False,16.38,False,False,False,False
956,6.8,1923,24,644,0.68,126.56114,-8.59969,10,False,7.08,False,False,False,False
957,7.0,2011,24,522,0.81,126.72157,-8.55997,12,False,6.26,False,False,False,False
958,6.5,1586,24,365,0.36,126.89245,-8.5767,10,False,9.55,False,False,False,False
959,6.5,1408,24,332,2.24,126.91767,-8.52489,10,False,6.57,False,False,False,False
960,7.4,2034,25,179,3.25,126.56436,-8.74536,8,False,11.59,False,False,False,False
961,6.5,1586,25,345,0.88,126.88851,-8.57301,10,False,5.75,False,False,False,False
962,6.5,1586,24,449,0.66,126.88615,-8.59661,10,False,8.23,False,False,False,False
963,6.5,1586,24,311,2.94,126.87507,-8.58537,10,False,8.16,True,False,False,False
964,6.5,2554,24,367,1.57,126.65174,-8.64919,8,False,7.84,False,False,False,False
965,8.2,1821,25,203,3.9,126.7025,-8.66036,3,False,12.11,False,False,False,False
966,7.1,1513,25,348,0.48,126.78014,-8.47192,12,False,15.17,False,False,False,False
967,7.4,1678,25,172,2.0,126.52081,-8.78804,8,False,7.04,False,False,False,False
968,8.2,2021,25,356,1.24,126.65508,-8.65233,3,False,9.57,True,False,False,False
969,6.2,1678,24,312,0.96,126.50557,-8.76924,12,False,11.21,False,False,False,False
970,6.2,1678,24,296,0.15,126.5062,-8.771,12,False,4.13,False,False,False,False
971,7.9,1408,24,446,0.39,126.93324,-8.53564,12,False,12.18,False,False,False,False
972,7.9,1408,24,406,1.41,126.92782,-8.52836,12,False,7.55,False,False,False,False
973,6.5,1586,24,460,0.22,126.88604,-8.59717,10,False,11.41,False,False,False,False
974,8.2,1468,26,22,0.29,126.51046,-8.85181,3,True,1.68,False,False,False,False
975,7.1,1513,25,414,0.27,126.77853,-8.48451,12,False,7.74,False,False,False,False
976,7.4,1678,25,203,0.63,126.51518,-8.78403,8,False,8.29,False,False,False,False
977,8.2,2034,25,403,0.81,126.66506,-8.66266,3,False,8.79,False,False,False,False
978,8.2,1821,25,274,0.25,126.70183,-8.67181,3,False,6.2,False,False,False,False
979,8.2,2034,25,431,0.91,126.67214,-8.68738,3,False,6.29,False,False,False,False
980,6.5,1586,24,381,0.34,126.88825,-8.57596,10,False,7.02,False,False,False,False
981,7.1,1513,25,425,0.42,126.77813,-8.48369,12,False,10.27,False,False,False,False
982,7.8,1408,24,372,0.21,126.91241,-8.52877,4,False,7.25,False,False,False,False
983,7.1,1396,26,397,16.16,127.02028,-8.52704,5,False,2.35,False,False,False,False
984,6.7,1380,25,400,1.35,127.00994,-8.45766,12,False,3.1,False,False,False,False
985,8.2,1821,25,342,0.49,126.70203,-8.67704,3,False,8.47,False,False,False,False
986,7.1,1513,26,189,1.25,126.76145,-8.47189,12,False,16.44,False,False,False,False
987,8.2,2034,24,448,0.47,126.6664,-8.68739,3,False,10.2,False,False,False,False
988,7.9,1493,26,125,0.08,126.51518,-8.83875,8,False,1.77,False,False,False,False
989,8.2,2383,24,522,0.72,126.64708,-8.66103,3,False,7.15,False,False,False,False
990,8.2,2034,25,347,2.25,126.66267,-8.658,3,False,10.04,True,False,False,False
991,7.4,1699,24,537,2.0,126.54395,-8.58244,8,False,9.89,False,False,False,False
992,7.8,1443,25,397,1.05,126.995,-8.49436,12,False,1.69,False,False,False,False
993,7.8,1408,24,358,0.52,126.91105,-8.52895,4,False,10.4,False,False,False,False
994,7.1,1513,25,367,3.69,126.78164,-8.48694,12,False,13.0,False,False,False,False
995,6.5,1586,25,324,0.39,126.87739,-8.57069,10,False,11.19,False,False,False,False
996,8.2,2468,24,400,0.89,126.65103,-8.65288,3,False,9.74,False,False,False,False
997,8.2,2034,25,337,0.36,126.68737,-8.67572,3,False,7.78,False,False,False,False
998,7.4,1678,25,206,0.45,126.52517,-8.77047,8,False,7.29,False,False,False,False
999,7.4,1678,25,141,0.24,126.53131,-8.76575,8,False,8.89,False,False,False,False
1000,8.2,1821,25,296,0.17,126.70096,-8.67302,3,False,10.33,False,False,False,False
1001,7.4,1965,24,355,0.045,126.52935,-8.60104,8,False,21.46,False,False,False,False
1002,8.2,1821,25,212,2.17,126.70056,-8.66054,3,False,11.76,False,False,False,False
1003,7.8,1466,24,466,1.94,126.94773,-8.49731,12,False,3.49,False,False,False,False
1004,7.4,1493,26,125,0.68,126.52354,-8.79792,8,False,9.73,False,False,False,False
1005,8.2,2383,23,759,1.02,126.62577,-8.66819,3,False,9.43,False,False,False,False
1006,8.2,2468,24,417,1.25,126.65012,-8.65288,3,False,10.34,False,False,False,False
1007,6.0,2383,22,866,0.59,126.61034,-8.69396,5,False,15.55,False,False,False,False
1008,7.0,2011,24,443,0.81,126.71023,-8.5556,12,False,16.34,False,False,False,False
1009,8.2,1821,25,337,0.48,126.70256,-8.67749,3,False,9.98,False,False,False,False
1010,8.2,1468,27,22,1.21,126.5252,-8.87202,3,True,1.52,False,False,False,False
1011,8.2,2383,24,410,0.35,126.65068,-8.65438,3,False,5.48,True,False,False,False
1012,6.8,1923,24,688,1.36,126.5739,-8.59782,10,False,18.48,False,False,False,False
1013,8.2,2034,25,316,2.24,126.68569,-8.67469,3,False,11.05,False,False,False,False
1014,6.5,2287,25,359,1.3,126.65342,-8.65042,8,False,14.91,False,False,False,False
1015,6.9,1513,26,214,2.11,126.76148,-8.47524,12,False,19.58,False,False,False,False
1016,6.5,1586,25,263,2.48,126.88023,-8.56112,10,False,7.76,False,False,False,False
1017,6.5,1648,24,491,1.14,126.87903,-8.61257,8,False,7.63,False,False,False,False
1018,7.1,1513,26,179,1.53,126.76111,-8.47049,12,False,8.69,False,False,False,False
1019,7.0,2011,24,589,2.45,126.72547,-8.55055,12,False,14.38,False,False,False,False
1020,7.8,1573,25,135,1.12,126.48742,-8.82884,12,False,12.61,False,False,False,False
1021,6.5,1586,25,337,0.36,126.88949,-8.55051,10,False,10.06,False,False,False,False
1022,7.4,1678,25,125,0.53,126.52524,-8.79427,8,False,5.01,False,False,False,False
1023,8.2,1468,26,125,0.63,126.50536,-8.85064,3,False,1.53,False,False,False,False
1024,8.2,2034,25,295,0.14,126.56429,-8.73918,3,False,10.88,False,False,False,False
1025,8.2,2034,25,355,0.19,126.68879,-8.67729,3,False,7.11,False,False,False,False
1026,6.5,1494,25,343,0.76,126.89539,-8.54608,10,False,18.78,False,False,False,False
1027,6.5,1586,24,478,1.42,126.88453,-8.59819,10,False,10.3,False,False,False,False
1028,7.8,1443,25,448,6.34,126.95299,-8.4971,12,False,3.72,False,False,False,False
1029,6.0,1648,24,537,3.64,126.87719,-8.60537,3,False,8.21,False,False,False,False
1030,6.5,1586,25,276,1.07,126.87559,-8.57009,10,False,9.21,False,False,False,False
1031,6.5,1586,25,339,1.65,126.87841,-8.57072,10,False,8.82,False,False,False,False
1032,8.2,2034,25,202,2.67,126.68629,-8.66657,3,False,7.19,False,False,False,False
1033,6.7,1385,24,426,1.14,126.96533,-8.50909,12,False,4.07,False,False,False,False
1034,6.5,1586,25,323,0.2,126.88825,-8.56453,10,False,7.91,False,False,False,False
1035,6.0,1648,24,592,1.22,126.87564,-8.61048,3,False,12.49,False,False,False,False
