id,rainfall_mm,temperature_celsius,elevation_m,ph,soil_texture,area_ha,slope,latitude,longitude,coastal,riparian,is_predicted
1975,2061,23,693,5.8,sandy loam,0.18,11.12193622662576,-8.647556783,125.30903133669368,False,False,False
1976,2623,22,746,5.8,sandy loam,2.9,14.500834091155824,-8.653781353,125.31183029488368,False,False,False
1977,2061,24,503,5.8,sandy loam,0.96,21.91539273328747,-8.633505471,125.32072803670196,False,False,False
2040,2061,23,728,5.8,sandy loam,3.34,22.328730765267046,-8.643211612,125.32198557426167,False,False,False
1979,2061,24,468,5.8,sandy loam,2.76,26.873787122813614,-8.631550261,125.30801304660324,False,False,False
1980,2157,22,1011,5.8,sandy loam,0.15,21.939618872154487,-8.662374145,125.18361598521544,False,False,False
1981,2157,21,1088,5.6,sandy clay,0.25,16.378878352035873,-8.664698949,125.18580210793738,False,False,False
1982,2157,21,1128,5.6,sandy clay,0.5,9.072353896219044,-8.66624791,125.1852110194864,False,False,False
1983,2157,21,1134,5.6,sandy clay,0.1,9.046241812948876,-8.666180236,125.18444079430296,False,False,False
1984,2157,21,1121,5.6,sandy clay,0.08,9.979388484817935,-8.664810581,125.18209245504828,False,False,False
1985,2157,22,810,5.8,sandy loam,0.71,18.66791384969513,-8.658919018,125.18488243946024,False,False,False
1986,2157,22,807,5.8,sandy loam,0.11,20.929207742572856,-8.658959983,125.18395127185192,False,False,False
1987,2157,22,986,5.8,sandy loam,0.28,21.260221526388225,-8.662538912,125.1889665392736,False,False,False
1988,2157,22,965,5.8,sandy loam,0.64,29.451223712963603,-8.661533767,125.18263281350522,False,False,False
1989,2157,21,1009,5.8,sandy loam,0.06,19.85143855696405,-8.663012498,125.18925989612076,False,False,False
1990,2157,22,983,5.8,sandy loam,0.29,21.99338569439247,-8.662566221,125.18926676716218,False,False,False
1991,2157,21,1069,5.8,sandy loam,0.12,13.97663398185684,-8.664056207,125.18753326321472,False,False,False
1992,2157,21,1016,5.8,sandy loam,0.3,23.230398786698693,-8.662629896,125.18676834719548,False,False,False
1993,2157,22,977,5.8,sandy loam,0.75,21.39929102249637,-8.662422204,125.18965366128728,False,False,False
1994,2157,21,1067,5.6,sandy clay,1.6,13.394449108676778,-8.66521778,125.1873600162352,False,False,False
1995,2157,21,1124,5.6,sandy clay,0.73,15.719264148187332,-8.665835538,125.18583124268793,False,False,False
1996,2157,21,1142,5.6,sandy clay,0.36,5.756320896770717,-8.665181668,125.18364069223276,False,False,False
1997,1626,24,529,5.6,sandy clay,0.61,17.386254792344523,-8.648048221,125.16774777614468,False,False,False
1998,1626,24,356,5.6,sandy clay,1.1,16.062029294713536,-8.642097973,125.16772617630129,False,False,False
1999,2157,21,1057,5.6,sandy clay,1.2,17.526814012973862,-8.665957759,125.1878451931299,False,False,False
2000,2157,21,1071,5.6,sandy clay,1.73,19.379577321399854,-8.668307505,125.18559255817324,False,False,False
2001,1626,24,429,5.6,sandy clay,0.76,15.161509939246113,-8.644432914,125.1690725827426,False,False,False
2003,1626,24,440,5.6,sandy clay,0.31,11.74035835845492,-8.644816479,125.1685445704195,False,False,False
2004,1626,24,373,5.6,sandy clay,2.28,30.378092894100284,-8.64596515,125.16454847743816,False,False,False
2005,1626,24,352,5.6,sandy clay,3.03,31.362709606618303,-8.647380629,125.1644679366417,False,True,False
2006,1626,24,412,5.6,sandy clay,2.8,30.998034916559952,-8.648704181,125.16536863465237,False,False,False
2316,1626,24,330,5.6,sandy clay,0.29,6.676665451097875,-8.650541694,125.43128212747044,False,True,False
2010,2157,23,688,5.7,sandy clay,1.5,15.86042609815902,-8.654916571,125.17104863041892,False,False,False
2011,1626,24,340,5.6,sandy clay,1.49,16.372662739832194,-8.64184,125.1693940478406,False,False,False
2012,1626,24,529,5.6,sandy clay,0.39,12.812646879377798,-8.647476199,125.17037277820194,False,False,False
2013,1626,24,518,5.6,sandy clay,0.46,14.54028354847501,-8.646864848,125.17087517946096,False,False,False
2014,1626,24,569,5.6,sandy clay,0.31,19.951661188094945,-8.648353643,125.1711209980682,False,False,False
2015,1626,24,385,5.6,sandy clay,1.41,17.85241024436836,-8.643073921,125.16841391793946,False,False,False
2079,1626,23,649,5.6,sandy clay,0.82,16.57737976761487,-8.651585557,125.17152629538342,False,False,False
2016,1626,24,631,5.7,sandy clay,1.68,16.456972557499498,-8.652493235,125.17047531728625,False,False,False
2017,1626,24,495,5.6,sandy clay,9.56,22.94985547343414,-8.651959997,125.16704916531648,False,False,False
2018,1626,24,470,5.6,sandy clay,1.14,24.204487467899465,-8.648874031,125.16684523384556,False,False,False
2020,2157,22,892,5.8,sandy loam,0.34,16.499622929484694,-8.660702248,125.19638758613692,False,False,False
2021,2040,22,917,5.6,sandy clay,0.65,29.706527874082944,-8.662738914,125.19967156492996,False,False,False
2022,2157,22,969,5.6,sandy clay,0.48,11.702327492942004,-8.662056839,125.19480549686304,False,False,False
2023,2040,22,733,5.7,sandy clay,0.14,15.612487604829257,-8.663367052,125.20825150351324,False,False,False
2024,2040,22,830,5.6,sandy clay,0.4,17.77022724756048,-8.66277558,125.2053771697638,False,False,False
2025,2040,22,816,5.6,sandy clay,0.97,16.179287420987077,-8.663066512,125.2059209328644,False,False,False
2026,2040,22,777,5.6,sandy clay,0.37,25.514228164317466,-8.661939451,125.2070188179581,False,False,False
2027,2040,22,748,5.6,sandy clay,0.8,12.209114436418444,-8.662762709,125.20806117380096,False,False,False
2028,2040,22,762,5.6,sandy clay,0.46,11.601479107931576,-8.661306059,125.20835288994073,False,False,False
2029,2040,22,744,5.6,sandy clay,0.34,19.19494603488549,-8.661141673,125.20898653156972,False,False,False
2030,2040,22,899,5.6,sandy clay,1.06,30.21480131129969,-8.661892459,125.20194221626672,False,False,False
2031,2157,21,951,5.6,sandy clay,0.54,20.219745437649674,-8.663690449,125.1960269,False,False,False
2032,2040,22,817,5.8,sandy loam,1.12,16.62232356734523,-8.658843903,125.19843302497812,False,False,False
2033,2061,22,912,5.8,sandy loam,0.14,12.997067689583206,-8.649772104,125.32263400860307,False,False,False
2035,2061,23,680,5.8,sandy loam,0.28,22.81647827632496,-8.646578366,125.30958895785687,False,False,False
2036,2061,23,697,5.8,sandy loam,0.26,8.673406236419526,-8.647212347,125.30898461396032,False,False,False
2037,2061,23,614,5.8,sandy loam,1.05,22.122274769904127,-8.641889065,125.30881800981248,False,False,False
2038,2061,23,617,5.8,sandy loam,0.3,8.852001168058672,-8.640967573,125.30793723168614,False,False,False
2039,2061,23,680,5.8,sandy loam,0.31,15.94695128624688,-8.645460217,125.3055084574263,False,False,False
2041,2061,22,785,5.8,sandy loam,0.04,30.35227411,-8.649334522,125.3255550308236,False,False,False
2042,2061,23,507,5.8,sandy loam,0.77,29.488559978060152,-8.635602246,125.32827321614072,False,False,False
2043,2623,22,1018,5.8,sandy loam,0.99,10.637388915999844,-8.654651489,125.32165722524417,False,False,False
2044,2061,23,644,5.8,sandy loam,0.34,21.47286116128789,-8.639297813,125.32222546276834,False,False,False
2045,2061,22,963,5.8,sandy loam,0.22,17.286368952541274,-8.653083296,125.32321521944216,False,False,False
2046,2061,22,899,5.8,sandy loam,0.11,23.41953835389034,-8.652458113,125.3254354621835,False,False,False
2047,2061,23,708,5.8,sandy loam,2.86,17.80432682,-8.649860931,125.30760187932457,False,False,False
2048,2061,23,593,5.8,sandy loam,0.37,21.28189169,-8.640184174,125.30944801270265,False,False,False
2049,2061,25,524,5.8,sandy loam,0.9,19.042166094678944,-8.633186932,125.30592417371987,False,False,False
2050,2061,24,459,5.8,sandy loam,0.3,22.83380328204117,-8.627389906,125.30756134357152,False,False,False
2051,2061,24,482,5.8,sandy loam,0.76,25.88668848149348,-8.629558317,125.30719346007696,False,False,False
2052,2061,24,480,5.8,sandy loam,3.24,25.39828908668101,-8.633537215,125.3066630438459,False,True,False
1438,2157,22,966,5.8,sandy loam,0.25,9.475572993,-8.664225657,126.6200494491159,False,True,False
2055,2157,22,885,5.8,sandy loam,0.39,29.73778147,-8.660495757,125.18471360412563,False,False,False
2056,2157,21,1075,5.8,sandy loam,0.16,17.882715836548876,-8.664038661,125.1872071361324,False,False,False
2057,2157,23,679,5.7,sandy clay,1.2,25.55150755214152,-8.65711265,125.1780627693594,False,False,False
2058,2157,22,975,5.8,sandy loam,0.66,24.55795131954054,-8.661985899,125.18578698494088,False,False,False
2059,2157,21,1076,5.8,sandy loam,0.79,20.53283293389128,-8.664210392,125.18667631183187,False,False,False
2060,2157,21,1055,5.6,sandy clay,1.36,18.49189660792702,-8.666926304,125.18803366597074,False,False,False
2061,2157,21,1139,5.6,sandy clay,0.43,6.915351902170558,-8.666057126,125.18399828302356,False,False,False
2062,1638,27,30,7.1,silty loam,1.27,3.405922805893972,-8.738958573,125.15012738921378,True,False,False
2063,1626,23,447,5.6,sandy clay,0.3,21.674940838774408,-8.649599366,125.17466147631788,False,False,False
2064,1626,23,510,5.6,sandy clay,0.42,26.23549725902512,-8.65143382,125.17400138203536,False,False,False
2065,1626,23,372,5.6,sandy clay,0.51,17.014625120007352,-8.649968137,125.1768912938421,False,True,False
2066,1626,24,426,5.6,sandy clay,0.35,16.96081383788188,-8.644446252,125.1696897,False,False,False
2068,2157,23,665,5.7,sandy clay,1.27,23.18719414137242,-8.654179152,125.17209026166984,False,False,False
2069,1626,24,256,5.6,sandy clay,3.18,20.49642183346329,-8.644989774,125.16267882180908,False,True,False
2070,1626,24,343,5.6,sandy clay,1.04,22.81597145,-8.639306563,125.1722830867362,False,False,False
2071,2157,21,1014,5.6,sandy clay,0.46,20.573342444037934,-8.666934548,125.18906910588146,False,False,False
2072,2157,22,857,5.8,sandy loam,4.45,21.453142106163337,-8.65919963,125.1875116857823,False,False,False
2073,2157,22,966,5.8,sandy loam,0.36,28.05092726989317,-8.661804941,125.18846917385932,False,False,False
2074,2157,21,1128,5.6,sandy clay,0.4,16.731997244174753,-8.666703304,125.18369161637426,False,False,False
2075,2157,21,1145,5.6,sandy clay,0.3,12.109014443985872,-8.666019249,125.18331335483488,False,False,False
2076,2157,21,1140,5.6,sandy clay,0.24,9.317820494724206,-8.665513805,125.18310076519084,False,False,False
2077,1626,23,656,5.7,sandy clay,0.25,24.80648747771008,-8.653173183,125.17204262464928,False,False,False
2078,1638,27,37,7.0,sandy loam,0.44,2.486830686826968,-8.734182576,125.1453405529314,True,False,False
2081,1638,26,134,7.0,sandy loam,0.28,4.499950696672779,-8.710798139,125.15210532296013,False,False,False
2082,1801,26,211,5.6,sandy clay,0.44,16.97993536920164,-8.707216265,125.15885877330884,False,False,False
2083,1801,26,208,5.6,sandy clay,0.91,20.980131864528342,-8.707869964,125.1582825149879,False,False,False
2084,1801,25,198,5.6,sandy clay,1.99,20.101840669128546,-8.703391409,125.1537844080985,False,False,False
2086,1638,27,47,7.0,sandy loam,0.96,4.570746448353976,-8.731394074,125.1458272552281,True,False,False
2087,1638,27,36,7.0,sandy loam,0.68,3.667079861001172,-8.734797755,125.1466647361894,True,True,False
2088,1638,27,54,7.0,sandy loam,0.92,3.425077091032637,-8.730168245,125.14930790189216,True,False,False
2090,2040,22,865,5.6,sandy clay,0.45,19.25893931293481,-8.658286691,125.2056965085501,False,False,False
2091,2040,22,821,5.6,sandy clay,1.32,21.440219946168245,-8.660889935,125.20637229720546,False,False,False
2093,1690,23,605,5.7,sandy clay,0.72,21.912010401017664,-8.65076772,125.20026487110086,False,False,False
2095,1626,23,623,5.6,sandy clay,0.57,16.65835551734138,-8.649784919,125.17136728885976,False,False,False
2096,1626,24,575,5.6,sandy clay,0.18,12.028694568446054,-8.649190387,125.17016748076308,False,False,False
2097,1626,24,438,5.7,sandy clay,6.93,22.31163136102254,-8.653055153,125.16558223970078,False,True,False
2098,1626,24,306,5.6,sandy clay,0.38,24.184963851803243,-8.641242561,125.16651251306185,False,False,False
2099,2157,22,861,5.8,sandy loam,1.99,28.219799631146923,-8.66000202,125.1839817791596,False,False,False
2100,1638,27,88,7.0,sandy loam,0.52,10.722255373087425,-8.722425282,125.15088688962136,True,True,False
2101,1638,27,86,7.0,sandy loam,1.1,8.403317088,-8.720902208,125.15089547385172,True,True,False
2103,1638,26,139,7.0,sandy loam,1.83,16.25441467866239,-8.712468401,125.15168536052154,False,False,False
2104,1638,26,120,7.0,sandy loam,1.82,13.777903013576845,-8.714743571,125.14982400152373,False,False,False
2105,1638,27,51,7.0,sandy loam,0.46,2.7130320838105035,-8.73021607,125.14855720762742,True,False,False
2106,1638,27,52,7.0,sandy loam,1.25,2.693834124978551,-8.728993131,125.14484035833854,True,False,False
2108,1801,26,164,7.0,sandy loam,2.5,13.326772548721744,-8.709903211,125.15393626333268,False,False,False
2109,1638,27,32,7.0,sandy loam,0.77,2.784826459999756,-8.733671607,125.14274518723386,True,False,False
2110,1638,27,25,7.1,silty loam,1.88,1.6957015999928116,-8.736800483,125.14221442399678,True,False,False
2111,1638,27,51,7.0,sandy loam,1.73,2.4205735308450707,-8.729022247,125.14553920787388,True,False,False
2112,1801,27,95,7.0,sandy loam,2.26,3.2747417112268886,-8.725510675,125.1550365513506,True,False,False
2113,1801,27,146,6.1,loam,6.22,4.977735992072593,-8.716103142,125.15902330050406,False,True,False
2114,1638,27,76,7.0,sandy loam,0.85,8.095539211876387,-8.727155647,125.1500611053918,True,False,False
2115,1638,27,77,6.1,loam,3.72,8.034252478548895,-8.728461298,125.15092166485952,True,False,False
2116,1638,27,44,7.0,sandy loam,0.79,2.776197222700423,-8.732760835,125.14697438414106,True,False,False
2117,1638,27,41,7.0,sandy loam,0.37,1.915290980662328,-8.733609894,125.14681959181632,True,False,False
2118,1801,27,90,7.0,sandy loam,1.22,3.608219022275912,-8.726249137,125.15514950339764,True,False,False
2119,1801,27,83,7.0,sandy loam,1.35,2.638181240471172,-8.727707011,125.15449773360405,True,True,False
2121,2040,22,782,5.8,sandy loam,0.45,24.18089998928902,-8.656240595,125.19881527383184,False,False,False
2122,1626,23,692,5.7,sandy clay,0.38,16.35549672679814,-8.651837206,125.19661783386526,False,False,False
2867,1626,23,668,5.7,sandy clay,0.34,9.866276732125954,-8.516322329,126.3186713,False,False,False
2125,2040,22,663,5.7,sandy clay,0.11,23.68151773811969,-8.654753913,125.20059113054792,False,False,False
2126,2157,22,810,5.8,sandy loam,0.19,15.672769922053496,-8.654782273,125.19543871663636,False,False,False
2127,2157,21,881,5.6,sandy clay,1.72,25.92292919019636,-8.665672389,125.19794645897916,False,False,False
2128,2157,21,948,5.6,sandy clay,0.23,19.838402838923304,-8.663482931,125.19550770603917,False,False,False
2129,1638,27,29,7.0,sandy loam,0.42,2.3990054326119687,-8.735221725,125.14297884741713,True,False,False
2131,1638,27,30,7.0,sandy loam,0.55,2.4586587305067003,-8.73522089,125.14371196075868,True,False,False
2132,1638,27,20,7.1,silty loam,0.48,2.026658105375332,-8.735669536,125.13896333480317,True,False,False
2133,1638,27,26,7.0,sandy loam,0.37,1.549897561351966,-8.735856493,125.14290040864984,True,False,False
2134,1638,27,27,7.0,sandy loam,0.49,2.8326006771883083,-8.735588051,125.14175912283544,True,False,False
2135,2157,22,684,5.8,sandy loam,4.96,28.79740734,-8.656182458,125.18396120731832,False,True,False
2136,2157,22,974,5.8,sandy loam,1.79,24.50711443885802,-8.661516585,125.18694084335716,False,False,False
2138,2157,21,1068,5.6,sandy clay,1.93,17.090512158742513,-8.668901217,125.1866102553703,False,False,False
2139,1638,27,52,7.0,sandy loam,2.07,3.8122978318023946,-8.735608794,125.15147964467052,True,False,False
2141,1638,27,93,6.1,loam,1.27,3.790913465693557,-8.724750616,125.1533086459935,True,False,False
2142,1801,27,129,7.0,sandy loam,2.16,3.504136719581674,-8.718970561,125.15666361153814,False,False,False
2143,1801,27,135,6.1,loam,2.78,5.4101565084559375,-8.717598069,125.15740234994688,False,False,False
2144,1801,27,99,7.0,sandy loam,2.53,3.5568078179353897,-8.724546756,125.15536351649138,True,True,False
2146,1638,27,44,7.0,sandy loam,1.22,3.051317177,-8.730852171,125.1439351764316,True,False,False
2147,2009,22,833,8.2,sandy loam,2.05,30.882470693358595,-8.629152056,125.37979718968172,False,False,False
2148,2009,23,619,8.2,sandy loam,1.09,27.100943432118232,-8.622859351,125.3755468791786,False,False,False
2149,2009,23,692,8.2,sandy loam,1.5,22.89637739502938,-8.62585772,125.3775240958202,False,False,False
2150,2009,23,728,8.2,sandy loam,0.51,17.953629961439074,-8.622639765,125.37791896584916,False,False,False
2154,2009,20,1200,5.8,sandy loam,0.38,20.81619812967098,-8.645538636,125.36919886057755,False,False,False
2156,2009,21,1083,5.8,sandy loam,0.74,30.48968493236235,-8.644118408,125.36464063952624,False,False,False
2157,2009,22,894,5.8,sandy loam,0.44,13.832976471403862,-8.629231013,125.36255823624384,False,False,False
2161,2009,22,808,5.8,sandy loam,0.39,20.83529886470715,-8.628275377,125.36009150387392,False,False,False
2162,2009,23,773,5.8,sandy loam,1.03,19.93476943888699,-8.626658721,125.35871918465274,False,False,False
2163,2009,22,784,5.8,sandy loam,0.42,25.389812620632583,-8.628316969,125.35932609491628,False,False,False
2164,2009,22,747,5.8,sandy loam,0.29,26.903302773077545,-8.629251379,125.3592310926583,False,False,False
2165,2009,22,780,5.8,sandy loam,0.37,25.41680808200336,-8.629184471,125.36006653363135,False,False,False
2166,2009,22,852,5.8,sandy loam,0.89,17.86191567476339,-8.628609615,125.36135342545028,False,False,False
2167,2009,23,752,5.8,sandy loam,1.3,21.42866061683296,-8.62395831,125.36026356495285,False,False,False
2169,2009,23,538,8.2,sandy loam,0.44,22.36402581,-8.620436078,125.3656676145822,False,False,False
2170,2009,23,460,8.2,sandy loam,0.94,22.24259853057571,-8.619316952,125.36289270958528,False,True,False
2171,2009,23,504,8.2,sandy loam,0.7,24.26090463773215,-8.620282937,125.36324777942988,False,True,False
2172,2009,21,1003,5.8,sandy loam,1.31,22.85868363024092,-8.642687588,125.36450849573144,False,False,False
2173,2009,21,1020,5.8,sandy loam,0.63,17.401414863608423,-8.643008823,125.36326410944577,False,False,False
2174,2009,21,1020,5.8,sandy loam,0.09,13.68773127155742,-8.643057888,125.36357329620245,False,False,False
2175,2009,22,1007,5.8,sandy loam,0.69,31.322562201045034,-8.634439263,125.36781520410938,False,False,False
2176,2009,22,927,8.2,sandy loam,0.8,21.688690102460097,-8.633139743,125.36881870932471,False,False,False
2177,2009,22,931,8.2,sandy loam,2.03,33.64560672,-8.633143168,125.37331409954167,False,False,False
2178,2009,22,966,5.8,sandy loam,0.42,18.79380137071765,-8.633056447,125.37006647036182,False,False,False
2179,2009,21,1079,5.8,sandy loam,0.27,14.358723960364916,-8.636858568,125.36634229994954,False,False,False
2180,2009,21,1074,5.8,sandy loam,0.41,17.98843526878855,-8.636555236,125.36599567374148,False,False,False
2181,2009,21,1043,5.8,sandy loam,0.31,24.42975626079069,-8.637858999,125.36598205601452,False,False,False
2182,2009,21,989,5.8,sandy loam,1.6,25.73217978050368,-8.639748379,125.36608969742232,False,False,False
2183,2009,21,1118,5.8,sandy loam,1.52,24.80122022972707,-8.636523365,125.37019407759846,False,False,False
2184,2009,22,1075,5.8,sandy loam,3.47,28.72677592510734,-8.635630751,125.36969036553688,False,False,False
2185,2009,21,1176,5.8,sandy loam,2.34,28.174999670581848,-8.63718758,125.37109868405128,False,False,False
2187,2009,22,912,8.2,sandy loam,0.48,19.448905672467983,-8.63273118,125.36893146844224,False,False,False
2188,2009,22,965,5.8,sandy loam,1.04,27.322800690455747,-8.633806807,125.36857921911326,False,False,False
2189,2009,22,803,5.8,sandy loam,0.41,14.620596051477753,-8.626936722,125.35982946401371,False,False,False
2578,1579,23,696,7.9,clay,1.71,9.815602340510122,-8.555092459,126.32919877125876,False,False,False
2579,1560,24,715,6.7,clay,1.62,3.211178921,-8.571008132,126.3532357,False,False,False
2580,1579,24,746,6.7,clay,4.39,3.715885556485959,-8.558311867,126.3430448250437,False,False,False
2581,1415,25,567,6.7,clay,0.28,5.380664112936172,-8.502210785,126.38444634014188,False,False,False
2582,1872,22,748,7.0,clay,0.89,8.284899698674579,-8.675861651,126.3120960561714,False,False,False
2583,1872,23,760,7.0,clay,8.44,8.426001033420594,-8.669916469,126.3156897426069,False,False,False
2584,1872,23,653,5.9,sandy loam,3.4,14.066519220782626,-8.670122376,126.30916758003808,False,False,False
2585,1433,24,630,6.7,clay,2.44,6.689351968916147,-8.503963573,126.3569731092892,False,False,False
2586,1415,24,544,6.7,clay,0.16,5.481177342740751,-8.498137057,126.35391642140549,False,False,False
2587,1309,25,414,7.9,clay,1.07,8.552318313463239,-8.491540471,126.34080028167833,False,False,False
2588,1706,23,842,6.2,clay,0.81,16.31056985692869,-8.652024043,126.40253834496647,False,False,False
2589,1716,23,836,6.2,clay,1.09,15.67146213665989,-8.651259617,126.40164234052156,False,False,False
2590,1433,24,606,6.7,clay,2.61,9.044099652712951,-8.504661393,126.3538162342217,False,False,False
2591,1415,25,491,6.7,clay,10.24,3.824962464277442,-8.479631353,126.37040792843725,False,False,False
2592,1415,25,460,6.7,clay,2.5,8.005076365230432,-8.477532742,126.3672973104226,False,False,False
2593,1433,24,588,6.7,clay,0.42,10.358075225912891,-8.503704266,126.35267664830825,False,False,False
2594,1415,26,489,6.7,clay,0.83,2.1405666826199936,-8.469436068,126.38373648996752,False,False,False
2595,1579,23,601,7.9,clay,0.41,10.970808278585752,-8.57092315,126.3233362577657,False,False,False
2596,1579,23,644,7.9,clay,1.25,9.468427618342956,-8.569547552,126.32536623640068,False,False,False
2597,1560,24,663,6.7,clay,19.56,2.806581711983856,-8.549585792,126.37141522592124,False,False,False
2598,1433,24,654,6.7,clay,20.25,3.103483457181455,-8.544507061,126.37219755468983,False,False,False
2599,1560,24,664,6.7,clay,24.99,3.0640587212027723,-8.551998057,126.37393459522669,False,False,False
2600,1560,24,675,6.7,clay,1.46,2.846157105824037,-8.553204714,126.36982503200493,False,False,False
2601,1560,24,673,6.7,clay,3.94,3.3946828127059843,-8.558028074,126.37124105162287,False,False,False
2602,1560,24,672,6.7,clay,3.1,3.479719467682284,-8.556006165,126.37113392660824,False,False,False
2603,1560,24,678,6.7,clay,2.76,3.4233578094577304,-8.553349821,126.36743570001478,False,False,False
2604,1871,23,702,7.0,clay,1.38,19.913756632364034,-8.654446153,126.3922586153725,False,False,False
2605,1872,22,675,7.0,clay,1.07,11.58182214984094,-8.656856608,126.3102244889997,False,False,False
2606,1872,22,656,7.0,clay,0.68,8.502807865875893,-8.657683287,126.31006933660044,False,False,False
2607,1872,22,677,7.0,clay,1.21,13.33225322,-8.65718672,126.3115357734623,False,False,False
2608,1872,22,726,7.0,clay,1.55,16.289242000425947,-8.65850671,126.31598817883273,False,False,False
2609,1872,22,746,5.9,sandy loam,1.23,17.933830787709987,-8.656445319,126.3164653870451,False,False,False
2610,1872,22,749,5.9,sandy loam,3.5,14.745298016806904,-8.658007722,126.31703453424308,False,False,False
2611,1872,22,700,7.0,clay,1.68,14.644928437916004,-8.658328149,126.3145562330498,False,False,False
2612,1872,22,711,5.9,sandy loam,2.88,13.574741770779635,-8.656854062,126.31480229530844,False,False,False
2614,1560,24,677,6.7,clay,5.65,2.394600037025328,-8.5570666,126.36785865605404,False,False,False
2615,1560,24,663,6.7,clay,3.08,3.495684417179592,-8.556340262,126.37631782922774,False,False,False
2616,1433,24,666,6.7,clay,2.77,3.124074407472214,-8.545041468,126.36908374433698,False,False,False
2617,1871,22,720,7.9,clay,0.84,10.88116311,-8.662746595,126.38643962316424,False,False,False
2618,1725,23,741,7.0,clay,0.74,12.10586066280776,-8.647819168,126.3909360896241,False,False,False
2619,1872,22,718,7.0,clay,0.83,21.126973310789936,-8.656090365,126.31175638346424,False,False,False
2620,1706,23,821,6.2,clay,1.13,14.070437764447885,-8.652736001,126.40236009314604,False,False,False
2621,1725,23,790,7.0,clay,1.95,19.374961144173504,-8.650878469,126.39757519719072,False,False,False
2622,1872,22,720,5.9,sandy clay,1.87,21.691034693084863,-8.654941048,126.3087616045497,False,False,False
2623,1872,22,659,7.0,clay,1.16,9.862530755673088,-8.657405512,126.30569404248445,False,False,False
2624,1737,23,659,5.9,sandy clay,1.75,9.358104304,-8.657841045,126.30201283833335,False,False,False
2625,1579,23,742,7.9,clay,0.44,5.216453626745731,-8.577872217,126.33892831376696,False,False,False
2626,1560,24,689,6.7,clay,3.84,2.4959997322101093,-8.551824394,126.3643432842792,False,False,False
2627,1706,23,774,6.2,clay loam,0.04,13.940725614861016,-8.640118009,126.42058825493284,False,False,False
2628,1491,24,394,7.4,clay loam,5.03,8.198660176949492,-8.594025532,126.27603263609768,False,True,False
2629,1491,24,379,7.4,clay loam,3.39,8.199866553701145,-8.594826791,126.27395436002664,False,False,False
2630,1491,24,502,6.9,sandy loam,1.31,14.29620206057137,-8.586251404,126.2664764,False,False,False
2631,1491,25,421,7.4,clay loam,2.69,9.670160718315357,-8.592980699,126.26423005181992,False,False,False
2632,1706,23,833,6.2,clay loam,0.76,14.61881936102117,-8.64347133,126.40907543030404,False,False,False
2633,1706,23,844,6.2,clay,0.6,22.7717101,-8.644605132,126.40958850672364,False,False,False
2634,1725,23,807,5.9,sandy loam,0.46,9.043262591521469,-8.653281298,126.40167472408288,False,False,False
2635,1433,24,646,6.7,clay,4.59,2.053373426119776,-8.518608186,126.35681836774305,False,False,False
2636,1433,24,647,6.7,clay,2.52,2.9357620794750585,-8.519400846,126.35421329400263,False,False,False
2637,1433,24,643,6.7,clay,2.07,2.056980117280311,-8.520874909,126.36351797471356,False,False,False
2638,1491,24,466,7.4,clay loam,2.68,13.434663476701328,-8.588842018,126.2826366644558,False,False,False
2639,1433,24,655,6.7,clay,6.17,2.300272315187574,-8.529620505,126.36612230147055,False,False,False
2640,1854,22,661,6.2,clay,0.24,11.69357758747788,-8.666044891,126.4057835619082,False,False,False
2641,1854,22,689,6.2,clay,0.11,16.256298164013995,-8.66653402,126.40463929377012,False,False,False
2642,1560,24,674,6.7,clay,12.57,2.704194005,-8.548112959,126.36774417645624,False,False,False
2643,1560,24,696,6.7,clay,5.13,2.8477721734225243,-8.563431544,126.3681376303557,False,False,False
2644,1560,24,695,6.7,clay,8.03,2.4208050849179714,-8.566580754,126.36650906828596,False,False,False
2645,1560,24,646,6.7,clay,0.57,4.634127246912503,-8.565866886,126.3796430519622,False,False,False
2646,1560,24,674,6.7,clay,11.05,2.522653524412092,-8.559196425,126.37514953463028,False,False,False
2647,1560,24,669,6.7,clay,1.66,2.5266972670935948,-8.562153194,126.3780102,False,False,False
2648,1560,24,690,6.7,clay,4.99,3.133891593707643,-8.564358783,126.37278280543258,False,False,False
2649,1560,24,696,6.7,clay,3.22,2.608697646755407,-8.571047828,126.36769618782016,False,False,False
2651,1479,24,546,7.9,clay,1.64,7.213911755432378,-8.504541869,126.34190231761532,False,False,False
2652,1491,24,487,6.9,sandy loam,0.42,10.665510905766231,-8.585017418,126.26772794258788,False,False,False
2653,1491,24,477,6.9,sandy loam,2.2,13.129733048388758,-8.583107335,126.26832854631095,False,False,False
2654,1491,24,467,6.9,sandy loam,1.66,12.360855600897413,-8.584317686,126.26682699775318,False,False,False
2655,1579,24,507,7.4,clay loam,0.34,6.636732272117942,-8.586410995,126.3139745,False,False,False
2656,1491,24,485,6.9,sandy loam,1.85,14.281913516880016,-8.584277872,126.26822896003634,False,False,False
2657,1854,22,684,6.2,clay,0.4,6.867518590455845,-8.664808622,126.4031644468435,False,False,False
2658,1433,24,621,6.7,clay,1.42,3.5983626621443605,-8.506802126,126.36206988873116,False,False,False
2659,1560,24,683,6.7,clay,3.59,3.256890484825356,-8.549131179,126.3648669,False,False,False
2660,1560,24,685,6.7,clay,2.5,2.2937238159626063,-8.550797996,126.3654119851214,False,False,False
